synthetic_person_id,district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group
TN-SYN-P-000000015,Kallakurichi,34,Rural,29,Female,2,4,6,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,12817.0,Other Backward Class
TN-SYN-P-000000016,Cuddalore,16,Rural,40,Female,2,2,5,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,8392.0,Scheduled Caste
TN-SYN-P-000000017,Ranipet,35,Rural,16,Female,1,5,2,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,4715.0,Other Backward Class
TN-SYN-P-000000018,Kallakurichi,34,Rural,47,Female,2,2,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,7933.0,Other Backward Class
TN-SYN-P-000000019,Pudukkottai,20,Rural,21,Male,1,5,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,10325.0,Scheduled Caste
TN-SYN-P-000000020,Coimbatore,31,Rural,17,Female,1,5,4,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,14559.0,Scheduled Caste
TN-SYN-P-000000021,Tiruppur,32,Rural,45,Male,2,1,3,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,8534.0,Other Backward Class
TN-SYN-P-000000022,Cuddalore,16,Rural,39,Male,2,1,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,18500.0,12700.0,Other Backward Class
TN-SYN-P-000000023,Cuddalore,16,Rural,18,Male,1,5,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,12467.0,Other Backward Class
TN-SYN-P-000000024,Krishnagiri,30,Rural,10,Female,1,5,7,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,14286.0,Other Backward Class
TN-SYN-P-000000025,Kancheepuram,03,Rural,70,Female,3,7,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,22592.0,Other Backward Class
TN-SYN-P-000000026,Viluppuram,06,Rural,71,Female,3,1,1,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,3042.0,Other Backward Class
TN-SYN-P-000000027,Salem,07,Rural,40,Male,2,1,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,15183.0,Scheduled Caste
TN-SYN-P-000000028,Namakkal,08,Rural,40,Female,2,2,3,Casual labour in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,11142.0,Other Backward Class
TN-SYN-P-000000029,Theni,23,Rural,34,Male,3,1,3,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,8303.0,Scheduled Caste
TN-SYN-P-000000030,Tenkasi,33,Rural,17,Male,1,5,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,19503.0,Scheduled Caste
TN-SYN-P-000000031,Thoothukudi,26,Rural,16,Male,1,5,5,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10143.0,Scheduled Caste
TN-SYN-P-000000032,Viluppuram,06,Rural,14,Female,1,5,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10767.0,Other Backward Class
TN-SYN-P-000000033,Krishnagiri,30,Rural,38,Male,2,1,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,16500.0,12271.0,Other Backward Class
TN-SYN-P-000000034,Kallakurichi,34,Rural,47,Female,2,2,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,7933.0,Other Backward Class
TN-SYN-P-000000035,Salem,07,Rural,60,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11767.0,Scheduled Caste
TN-SYN-P-000000036,Thanjavur,19,Rural,0,Male,1,6,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9207.0,Other Backward Class
TN-SYN-P-000000037,Karur,12,Rural,30,Female,2,4,6,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,19321.0,Other Backward Class
TN-SYN-P-000000038,Thoothukudi,26,Rural,49,Female,2,2,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,13210.0,Other Backward Class
TN-SYN-P-000000039,Krishnagiri,30,Rural,69,Female,3,7,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7093.0,Other Backward Class
TN-SYN-P-000000040,Krishnagiri,30,Rural,14,Male,1,5,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class
TN-SYN-P-000000041,Thiruvallur,01,Rural,25,Male,2,3,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,15000.0,12783.0,Scheduled Caste
TN-SYN-P-000000042,Kallakurichi,34,Rural,1,Male,1,5,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8375.0,Scheduled Caste
TN-SYN-P-000000043,Sivaganga,21,Rural,71,Male,2,1,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7228.0,Other Backward Class
TN-SYN-P-000000044,Tiruppur,32,Rural,50,Male,2,1,2,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,4253.0,Scheduled Caste
TN-SYN-P-000000045,Virudhunagar,24,Rural,13,Female,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10332.0,Other Backward Class
TN-SYN-P-000000046,Cuddalore,16,Rural,38,Male,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,10867.0,Other Backward Class
TN-SYN-P-000000047,Salem,07,Rural,29,Male,2,1,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,12000.0,11871.0,Scheduled Caste
TN-SYN-P-000000048,Tiruchirappalli,13,Rural,68,Female,3,7,3,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,17660.0,Other Backward Class
TN-SYN-P-000000049,Dindigul,11,Rural,22,Male,1,5,3,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,9263.0,Other Backward Class
TN-SYN-P-000000050,Dharmapuri,29,Rural,53,Male,2,1,5,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,12009.0,Other Backward Class
TN-SYN-P-000000051,Kallakurichi,34,Rural,32,Male,1,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,9008.0,Scheduled Caste
TN-SYN-P-000000052,Tiruvannamalai,05,Rural,41,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,25000.0,6580.0,Other Backward Class
TN-SYN-P-000000053,Dharmapuri,29,Rural,3,Male,1,5,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11155.0,Other Backward Class
TN-SYN-P-000000054,Ariyalur,15,Rural,56,Female,2,2,6,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,13910.0,Other Backward Class
TN-SYN-P-000000055,Kancheepuram,03,Rural,58,Male,2,1,5,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,39367.0,Scheduled Caste
TN-SYN-P-000000056,Tiruvannamalai,05,Rural,75,Female,3,8,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8005.0,Scheduled Caste
TN-SYN-P-000000057,Vellore,04,Rural,25,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,10000.0,9644.0,Scheduled Caste
TN-SYN-P-000000058,Mayiladuthurai,38,Rural,11,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,25775.0,Other Backward Class
TN-SYN-P-000000059,Cuddalore,16,Rural,45,Female,2,2,5,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,13983.0,Other Backward Class
TN-SYN-P-000000060,Kancheepuram,03,Rural,13,Female,1,5,3,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,7487.0,Other Backward Class
TN-SYN-P-000000061,Thiruvallur,01,Rural,32,Female,2,2,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10533.0,Scheduled Caste
TN-SYN-P-000000062,Thiruvallur,01,Rural,18,Male,1,5,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,15980.0,Other Backward Class
TN-SYN-P-000000063,Tiruchirappalli,13,Rural,40,Female,2,2,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,14087.0,Other Backward Class
TN-SYN-P-000000064,Krishnagiri,30,Rural,47,Female,2,2,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,14542.0,Scheduled Caste
TN-SYN-P-000000065,Cuddalore,16,Rural,15,Female,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,9467.0,Other Backward Class
TN-SYN-P-000000066,Ariyalur,15,Rural,55,Male,2,1,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,18706.0,Other Backward Class
TN-SYN-P-000000067,Cuddalore,16,Rural,32,Female,2,2,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,15142.0,Other Backward Class
TN-SYN-P-000000068,Tiruvannamalai,05,Rural,70,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,6203.0,Other Backward Class
TN-SYN-P-000000069,Sivaganga,21,Rural,25,Female,2,4,4,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class
TN-SYN-P-000000070,Thiruvarur,18,Rural,35,Female,2,2,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,16859.0,Scheduled Caste
TN-SYN-P-000000071,Pudukkottai,20,Rural,29,Male,2,3,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,11500.0,8481.0,Other Backward Class
TN-SYN-P-000000072,Ranipet,35,Rural,62,Male,2,1,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,5435.0,Other Backward Class
TN-SYN-P-000000073,Krishnagiri,30,Rural,3,Male,1,6,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15943.0,Other Backward Class
TN-SYN-P-000000074,Virudhunagar,24,Rural,17,Male,1,5,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,16083.0,Other Backward Class
TN-SYN-P-000000075,Thanjavur,19,Rural,43,Male,2,1,5,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,17437.0,Other Backward Class
TN-SYN-P-000000076,Kallakurichi,34,Rural,22,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,8317.0,Scheduled Caste
TN-SYN-P-000000077,Pudukkottai,20,Rural,64,Female,2,7,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,8831.0,Other Backward Class
TN-SYN-P-000000078,Pudukkottai,20,Rural,0,Male,1,6,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12247.0,Scheduled Caste
TN-SYN-P-000000079,Tiruvannamalai,05,Rural,75,Female,3,8,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8005.0,Scheduled Caste
TN-SYN-P-000000080,Namakkal,08,Rural,45,Female,2,2,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,4583.0,Other Backward Class
TN-SYN-P-000000081,Madurai,22,Rural,68,Female,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,2216.0,Other Backward Class
TN-SYN-P-000000082,Ariyalur,15,Rural,6,Male,1,5,3,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5950.0,Scheduled Caste
TN-SYN-P-000000083,Perambalur,14,Rural,46,Female,2,2,6,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,14418.0,Other Backward Class
TN-SYN-P-000000084,Cuddalore,16,Rural,61,Female,3,7,5,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,12700.0,Other Backward Class
TN-SYN-P-000000085,Thiruvallur,01,Rural,20,Female,1,5,5,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11625.0,Other Backward Class
TN-SYN-P-000000086,Thiruvarur,18,Rural,34,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,17192.0,Other Backward Class
TN-SYN-P-000000087,Salem,07,Rural,20,Male,1,5,3,Others,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,16500.0,Other Backward Class
TN-SYN-P-000000088,Tenkasi,33,Rural,74,Female,2,2,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,25680.0,Other Backward Class
TN-SYN-P-000000089,Kancheepuram,03,Rural,19,Male,1,5,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,11368.0,Scheduled Tribe
TN-SYN-P-000000090,Coimbatore,31,Rural,63,Male,2,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,11567.0,Other Backward Class
TN-SYN-P-000000091,Unknown,37,Rural,72,Male,2,1,2,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,8534.0,Other Backward Class
TN-SYN-P-000000092,Thiruvarur,18,Rural,9,Male,1,5,4,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12388.0,Scheduled Caste
TN-SYN-P-000000093,Ranipet,35,Rural,78,Female,3,1,1,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,2480.0,Scheduled Caste
TN-SYN-P-000000094,Perambalur,14,Rural,27,Female,2,4,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15583.0,Other Backward Class
TN-SYN-P-000000095,Kallakurichi,34,Rural,35,Male,1,5,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,9008.0,Scheduled Caste
TN-SYN-P-000000096,The Nilgiris,10,Rural,46,Female,2,2,6,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,19417.0,Other Backward Class
TN-SYN-P-000000097,Cuddalore,16,Rural,4,Male,1,5,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9000.0,Other Backward Class
TN-SYN-P-000000098,Thoothukudi,26,Rural,2,Male,1,6,9,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21540.0,Other Backward Class
TN-SYN-P-000000099,Thiruvarur,18,Rural,2,Female,1,6,12,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,58995.0,Scheduled Caste
TN-SYN-P-000000100,Erode,09,Rural,36,Male,2,1,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,22600.0,15755.0,Other Backward Class
TN-SYN-P-000000101,Sivaganga,21,Rural,36,Female,2,4,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,11021.0,Other Backward Class
TN-SYN-P-000000102,Thanjavur,19,Rural,47,Female,3,1,3,Casual labour in agriculture,Literate,Middle,Unemployed,Unemployed,0.0,8770.0,Other Backward Class
TN-SYN-P-000000103,Namakkal,08,Rural,32,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,28000.0,22717.0,Other Backward Class
TN-SYN-P-000000104,Ranipet,35,Rural,58,Female,3,1,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,4271.0,Scheduled Caste
TN-SYN-P-000000105,Sivaganga,21,Rural,4,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17516.0,Other Backward Class
TN-SYN-P-000000106,Virudhunagar,24,Rural,74,Female,3,1,1,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,3275.0,Other Backward Class
TN-SYN-P-000000107,Vellore,04,Rural,34,Female,3,1,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,5500.0,8486.0,Other Backward Class
TN-SYN-P-000000108,Ranipet,35,Rural,25,Female,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10610.0,Scheduled Caste
TN-SYN-P-000000109,Thoothukudi,26,Rural,2,Male,1,6,9,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21540.0,Other Backward Class
TN-SYN-P-000000110,Tiruchirappalli,13,Rural,13,Female,1,5,6,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10342.0,Other Backward Class
TN-SYN-P-000000111,Dindigul,11,Rural,3,Female,1,5,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13027.0,Scheduled Caste
TN-SYN-P-000000112,Cuddalore,16,Rural,69,Female,3,7,5,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8392.0,Scheduled Caste
TN-SYN-P-000000113,Tenkasi,33,Rural,38,Male,2,1,3,Regular wage/salary earning,Literate,Secondary,Employed,Employed,12500.0,12137.0,Scheduled Caste
TN-SYN-P-000000114,Ramanathapuram,25,Rural,32,Male,2,3,5,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,10421.0,Other Backward Class
TN-SYN-P-000000115,Tirunelveli,27,Rural,73,Male,3,1,2,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,9283.0,Other Backward Class
TN-SYN-P-000000116,Thiruvallur,01,Rural,58,Female,2,2,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,7383.0,Other Backward Class
TN-SYN-P-000000117,Thanjavur,19,Rural,65,Female,3,7,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,14623.0,Other Backward Class
TN-SYN-P-000000118,Mayiladuthurai,38,Rural,11,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,25775.0,Other Backward Class
TN-SYN-P-000000119,Mayiladuthurai,38,Rural,52,Female,3,1,2,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9438.0,Scheduled Caste
TN-SYN-P-000000120,Sivaganga,21,Rural,3,Male,1,5,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17480.0,Other Backward Class
TN-SYN-P-000000121,Unknown,37,Rural,40,Male,2,1,2,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,7500.0,7285.0,Other Backward Class
TN-SYN-P-000000122,Ariyalur,15,Rural,50,Female,2,2,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,18706.0,Other Backward Class
TN-SYN-P-000000123,Sivaganga,21,Rural,38,Male,2,3,6,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,9275.0,Other Backward Class
TN-SYN-P-000000124,Madurai,22,Rural,32,Female,2,4,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,9971.0,Other Backward Class
TN-SYN-P-000000125,Thiruvallur,01,Rural,22,Male,1,5,5,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,11483.0,Other Backward Class
TN-SYN-P-000000126,Theni,23,Rural,2,Female,1,6,6,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15369.0,Scheduled Caste
TN-SYN-P-000000127,Pudukkottai,20,Rural,55,Male,2,1,3,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,8432.0,Other Backward Class
TN-SYN-P-000000128,Cuddalore,16,Rural,35,Female,2,2,3,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9150.0,Other Backward Class
TN-SYN-P-000000129,Cuddalore,16,Rural,32,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,10575.0,Scheduled Caste
TN-SYN-P-000000130,Salem,07,Rural,66,Female,3,7,3,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8717.0,Other Backward Class
TN-SYN-P-000000131,Kancheepuram,03,Rural,27,Male,1,5,8,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,35417.0,Scheduled Caste
TN-SYN-P-000000132,Dindigul,11,Rural,25,Male,2,3,6,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,24910.0,Scheduled Caste
TN-SYN-P-000000133,Salem,07,Rural,82,Female,3,7,8,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17738.0,Other Backward Class
TN-SYN-P-000000134,Tiruvannamalai,05,Rural,60,Male,2,1,3,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,4644.0,Other Backward Class
TN-SYN-P-000000135,Dindigul,11,Rural,60,Female,3,1,1,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,4831.0,Other Backward Class
TN-SYN-P-000000136,Kallakurichi,34,Rural,25,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,8733.0,Other Backward Class
TN-SYN-P-000000137,Krishnagiri,30,Rural,59,Female,2,7,7,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,16613.0,Other Backward Class
TN-SYN-P-000000138,Viluppuram,06,Rural,38,Male,2,1,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,10767.0,Other Backward Class
TN-SYN-P-000000139,Kallakurichi,34,Rural,63,Female,2,2,4,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6258.0,Scheduled Tribe
TN-SYN-P-000000140,Tiruchirappalli,13,Rural,49,Male,2,1,3,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,10640.0,Scheduled Caste
TN-SYN-P-000000141,Ramanathapuram,25,Rural,55,Male,2,1,5,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,10421.0,Other Backward Class
TN-SYN-P-000000142,Cuddalore,16,Rural,32,Female,2,2,4,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9642.0,Other Backward Class
TN-SYN-P-000000143,Pudukkottai,20,Rural,1,Male,1,5,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15702.0,Other Backward Class
TN-SYN-P-000000144,Kancheepuram,03,Rural,4,Female,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,35417.0,Scheduled Caste
TN-SYN-P-000000145,Thanjavur,19,Rural,23,Female,1,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,10350.0,16695.0,Scheduled Caste
TN-SYN-P-000000146,Thanjavur,19,Rural,39,Male,2,3,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,17242.0,Other Backward Class
TN-SYN-P-000000147,Salem,07,Rural,6,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8800.0,Other Backward Class
TN-SYN-P-000000148,Tenkasi,33,Rural,6,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10042.0,Scheduled Caste
TN-SYN-P-000000149,Dindigul,11,Rural,24,Female,2,4,6,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,13358.0,Scheduled Caste
TN-SYN-P-000000150,Pudukkottai,20,Rural,54,Male,2,1,2,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,5296.0,Other Backward Class
TN-SYN-P-000000151,Vellore,04,Rural,10,Male,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,9409.0,Other Backward Class
TN-SYN-P-000000152,Namakkal,08,Rural,66,Male,2,1,2,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,3267.0,Scheduled Caste
TN-SYN-P-000000153,Kallakurichi,34,Rural,27,Male,2,3,4,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,15000.0,9067.0,Scheduled Caste
TN-SYN-P-000000154,Sivaganga,21,Rural,1,Female,1,6,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class
TN-SYN-P-000000155,Thanjavur,19,Rural,53,Female,2,2,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,14967.0,Other Backward Class
TN-SYN-P-000000156,Mayiladuthurai,38,Rural,76,Female,3,7,5,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,25775.0,Other Backward Class
TN-SYN-P-000000157,Thoothukudi,26,Rural,32,Female,2,2,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10473.0,Scheduled Caste
TN-SYN-P-000000158,Vellore,04,Rural,39,Male,1,8,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12988.0,Other Backward Class
