synthetic_person_id,district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group
TN-SYN-P-000000023,Virudhunagar,31,Urban,4,Female,1,2,4,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8148.0,Others
TN-SYN-P-000000024,Vellore,33,Rural,56,Female,1,1,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,8871.0,Other Backward Class
TN-SYN-P-000000025,Thoothukudi,09,Rural,23,Female,1,4,3,Self-employed in non-agriculture,Illiterate,Secondary,Employed,Employed,0.0,11733.0,Other Backward Class
TN-SYN-P-000000026,Coimbatore,19,Rural,34,Female,2,4,5,Others,Literate,Not literate,Not in labour force,Not in labour force,0.0,29560.0,Other Backward Class
TN-SYN-P-000000027,Coimbatore,09,Urban,54,Female,2,2,2,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,7125.0,Other Backward Class
TN-SYN-P-000000028,Coimbatore,33,Urban,19,Female,1,5,5,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,13843.0,Other Backward Class
TN-SYN-P-000000029,Thiruvallur,25,Urban,14,Male,2,2,5,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,5610.0,Other Backward Class
TN-SYN-P-000000030,Thiruvarur,32,Rural,32,Male,2,1,2,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,5786.0,Scheduled Caste
TN-SYN-P-000000031,Dindigul,02,Rural,32,Female,1,1,6,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,19645.0,Other Backward Class
TN-SYN-P-000000032,Thanjavur,29,Urban,8,Male,1,5,4,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,7158.0,Scheduled Caste
TN-SYN-P-000000033,Virudhunagar,26,Urban,25,Male,2,5,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,13000.0,15370.0,Scheduled Caste
TN-SYN-P-000000034,Krishnagiri,37,Rural,66,Male,2,2,3,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,8543.0,Other Backward Class
TN-SYN-P-000000035,Erode,20,Rural,1,Male,1,5,3,Regular wage/salary earning,Illiterate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,2871.0,Scheduled Caste
TN-SYN-P-000000036,Kancheepuram,01,Urban,29,Male,2,5,5,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,16913.0,Scheduled Caste
TN-SYN-P-000000037,Thanjavur,18,Rural,8,Male,2,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,7967.0,Other Backward Class
TN-SYN-P-000000038,Salem,22,Rural,7,Male,1,5,4,Regular wage/salary earning,Illiterate,Middle,Not in labour force,Not in labour force,0.0,12550.0,Other Backward Class
TN-SYN-P-000000039,Madurai,30,Urban,25,Male,3,7,5,Self-employed in non-agriculture,Literate,Middle,Unemployed,Unemployed,16250.0,21600.0,Scheduled Caste
TN-SYN-P-000000040,Tenkasi,29,Urban,11,Male,2,5,13,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,7000.0,24920.0,Other Backward Class
TN-SYN-P-000000041,Dindigul,07,Urban,13,Male,1,5,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,19343.0,Other Backward Class
TN-SYN-P-000000042,Thoothukudi,11,Urban,48,Male,2,1,6,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,12980.0,Scheduled Caste
TN-SYN-P-000000043,Kanniyakumari,03,Rural,4,Female,1,3,5,Self-employed in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,15995.0,Other Backward Class
TN-SYN-P-000000044,Virudhunagar,27,Urban,73,Male,3,1,4,Self-employed in non-agriculture,Literate,Not literate,Unemployed,Not in labour force,0.0,11512.0,Scheduled Caste
TN-SYN-P-000000045,Coimbatore,02,Urban,43,Male,2,4,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,28875.0,Other Backward Class
TN-SYN-P-000000046,Mayiladuthurai,34,Urban,45,Male,2,5,5,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,15308.0,Other Backward Class
TN-SYN-P-000000047,Mayiladuthurai,24,Urban,11,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12933.0,Other Backward Class
TN-SYN-P-000000048,Tirunelveli,26,Rural,17,Male,1,2,5,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,12500.0,Scheduled Caste
TN-SYN-P-000000049,Cuddalore,23,Rural,19,Female,1,1,4,Regular wage/salary earning,Illiterate,Higher Secondary,Employed,Employed,0.0,11233.0,Other Backward Class
TN-SYN-P-000000050,Kancheepuram,06,Rural,48,Female,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,17750.0,Other Backward Class
TN-SYN-P-000000051,Cuddalore,04,Urban,40,Male,2,4,6,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,11617.0,Scheduled Caste
TN-SYN-P-000000052,Madurai,30,Rural,16,Female,1,2,5,Casual labour in agriculture,Illiterate,Higher Secondary,Employed,Employed,0.0,10290.0,Other Backward Class
TN-SYN-P-000000053,Krishnagiri,07,Urban,40,Male,2,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,15000.0,26522.0,Other Backward Class
TN-SYN-P-000000054,Virudhunagar,21,Urban,20,Male,2,5,7,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,5500.0,25167.0,Other Backward Class
TN-SYN-P-000000055,Chennai,21,Rural,22,Female,1,4,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,14467.0,Other Backward Class
TN-SYN-P-000000056,Chennai,23,Urban,25,Male,2,1,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,8000.0,17083.0,Scheduled Caste
TN-SYN-P-000000057,Mayiladuthurai,05,Urban,49,Female,3,5,5,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,12000.0,25775.0,Other Backward Class
TN-SYN-P-000000058,Salem,20,Urban,27,Male,2,6,7,Self-employed in agriculture,Literate,Primary,Employed,Employed,50000.0,10842.0,Scheduled Caste
TN-SYN-P-000000059,Ramanathapuram,06,Urban,35,Male,2,5,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,31147.0,Others
TN-SYN-P-000000060,Virudhunagar,38,Urban,9,Male,2,5,5,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,5083.0,Other Backward Class
TN-SYN-P-000000061,Thiruvarur,31,Rural,35,Female,2,5,3,Self-employed in agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,10983.0,Other Backward Class
TN-SYN-P-000000062,Salem,11,Urban,40,Male,2,5,6,Regular wage/salary earning,Illiterate,Primary,Employed,Employed,0.0,6298.0,Scheduled Caste
TN-SYN-P-000000063,Erode,01,Rural,52,Female,2,2,3,Casual labour in agriculture,Illiterate,Middle,Employed,Employed,0.0,13142.0,Other Backward Class
TN-SYN-P-000000064,Thiruvarur,26,Rural,23,Female,2,1,4,Regular wage/salary earning,Illiterate,Below Primary,Employed,Employed,0.0,8966.0,Other Backward Class
TN-SYN-P-000000065,Thoothukudi,07,Urban,45,Female,2,2,5,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,8814.0,Other Backward Class
TN-SYN-P-000000066,Thanjavur,14,Rural,3,Female,1,5,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,11451.0,Other Backward Class
TN-SYN-P-000000067,Kanniyakumari,05,Rural,25,Male,1,3,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,16120.0,Other Backward Class
TN-SYN-P-000000068,Chennai,15,Rural,1,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,11058.0,Other Backward Class
TN-SYN-P-000000069,Krishnagiri,22,Rural,36,Female,1,1,3,Casual labour in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10977.0,Other Backward Class
TN-SYN-P-000000070,Chennai,20,Rural,49,Female,1,5,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,10519.0,Scheduled Caste
TN-SYN-P-000000071,Kancheepuram,24,Urban,60,Male,2,1,4,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,14267.0,Other Backward Class
TN-SYN-P-000000072,Dharmapuri,18,Urban,52,Male,2,1,6,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,15900.0,10897.0,Scheduled Caste
TN-SYN-P-000000073,Virudhunagar,07,Rural,14,Male,1,2,2,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,21043.0,Other Backward Class
TN-SYN-P-000000074,Thiruvarur,30,Rural,63,Female,2,1,1,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,8750.0,Other Backward Class
TN-SYN-P-000000075,Thoothukudi,03,Urban,52,Male,2,5,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,9000.0,14067.0,Other Backward Class
TN-SYN-P-000000076,Tiruchirappalli,24,Urban,50,Male,3,3,5,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,57000.0,10767.0,Other Backward Class
TN-SYN-P-000000077,Erode,05,Urban,26,Male,2,4,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15467.0,Scheduled Caste
TN-SYN-P-000000078,Viluppuram,10,Urban,29,Male,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,19463.0,Other Backward Class
TN-SYN-P-000000079,Chennai,26,Rural,17,Female,1,2,5,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,14457.0,Other Backward Class
TN-SYN-P-000000080,Chennai,02,Urban,55,Female,2,5,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,12000.0,6948.0,Other Backward Class
TN-SYN-P-000000081,Thanjavur,23,Rural,22,Female,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,14896.0,Other Backward Class
TN-SYN-P-000000082,Salem,26,Urban,13,Female,2,5,5,Casual labour in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,7665.0,Other Backward Class
TN-SYN-P-000000083,Coimbatore,26,Urban,3,Female,1,8,3,Self-employed in non-agriculture,Literate,Below Primary,Unemployed,Unemployed,18500.0,11500.0,Scheduled Caste
TN-SYN-P-000000084,Kallakurichi,15,Rural,21,Female,2,5,2,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,11796.0,Other Backward Class
TN-SYN-P-000000085,Mayiladuthurai,28,Rural,26,Female,1,5,8,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,26090.0,Other Backward Class
TN-SYN-P-000000086,Thiruvarur,26,Urban,58,Male,3,1,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,56200.0,16708.0,Other Backward Class
TN-SYN-P-000000087,Chennai,32,Rural,21,Female,2,2,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,6617.0,Other Backward Class
TN-SYN-P-000000088,Chennai,05,Rural,56,Male,2,1,4,Others,Literate,Middle,Employed,Employed,0.0,13417.0,Other Backward Class
TN-SYN-P-000000089,Krishnagiri,24,Urban,50,Male,3,1,4,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,8300.0,Other Backward Class
TN-SYN-P-000000090,Vellore,02,Rural,1,Female,1,5,4,Regular wage/salary earning,Illiterate,Middle,Employed,Employed,0.0,7437.0,Other Backward Class
TN-SYN-P-000000091,Virudhunagar,11,Urban,56,Male,3,1,7,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,16368.0,Other Backward Class
TN-SYN-P-000000092,Virudhunagar,38,Rural,40,Female,2,2,4,Others,Literate,Below Primary,Employed,Employed,0.0,11903.0,Other Backward Class
TN-SYN-P-000000093,Thiruvallur,08,Rural,32,Male,2,1,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,9108.0,Other Backward Class
TN-SYN-P-000000094,Chennai,23,Rural,52,Female,1,5,2,Regular wage/salary earning,Illiterate,Middle,Not in labour force,Not in labour force,0.0,8317.0,Other Backward Class
TN-SYN-P-000000095,Madurai,35,Urban,42,Male,2,2,5,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,52000.0,25700.0,Other Backward Class
TN-SYN-P-000000096,Coimbatore,01,Rural,14,Female,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13859.0,Other Backward Class
TN-SYN-P-000000097,Salem,29,Rural,39,Male,2,5,8,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,17500.0,15180.0,Other Backward Class
TN-SYN-P-000000098,Madurai,38,Rural,44,Female,2,4,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,10920.0,Scheduled Caste
TN-SYN-P-000000099,Kanniyakumari,06,Rural,48,Female,1,1,3,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,11013.0,Other Backward Class
TN-SYN-P-000000100,Kancheepuram,21,Urban,57,Male,2,7,4,Others,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,8882.0,Scheduled Tribe
TN-SYN-P-000000101,Tenkasi,03,Rural,61,Male,3,3,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,24777.0,Other Backward Class
TN-SYN-P-000000102,Pudukkottai,18,Urban,16,Female,1,6,6,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,21693.0,Other Backward Class
TN-SYN-P-000000103,Cuddalore,02,Rural,74,Female,2,1,2,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,12167.0,Other Backward Class
TN-SYN-P-000000104,Pudukkottai,18,Urban,33,Male,2,6,4,Regular wage/salary earning,Illiterate,Secondary,Not in labour force,Not in labour force,0.0,6692.0,Scheduled Caste
TN-SYN-P-000000105,Karur,01,Rural,33,Male,1,2,5,Casual labour in non-agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,12610.0,Other Backward Class
TN-SYN-P-000000106,Viluppuram,22,Urban,25,Male,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11533.0,Other Backward Class
TN-SYN-P-000000107,Madurai,19,Rural,35,Male,2,3,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,17230.0,Other Backward Class
TN-SYN-P-000000108,Namakkal,07,Urban,6,Male,1,8,6,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,32500.0,34522.0,Other Backward Class
TN-SYN-P-000000109,Thoothukudi,01,Rural,10,Male,1,3,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,15996.0,Other Backward Class
TN-SYN-P-000000110,Cuddalore,06,Urban,33,Male,2,1,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,15000.0,34425.0,Others
TN-SYN-P-000000111,Thanjavur,05,Rural,31,Female,2,1,3,Others,Literate,Higher Secondary,Employed,Employed,0.0,9110.0,Other Backward Class
TN-SYN-P-000000112,Pudukkottai,12,Rural,34,Male,1,5,4,Others,Literate,Diploma/Certificate,Employed,Employed,0.0,15167.0,Other Backward Class
TN-SYN-P-000000113,Tenkasi,31,Rural,65,Female,1,1,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,10133.0,Other Backward Class
TN-SYN-P-000000114,Pudukkottai,21,Rural,55,Female,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,8604.0,Other Backward Class
TN-SYN-P-000000115,Thanjavur,21,Rural,12,Female,1,2,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9536.0,Other Backward Class
TN-SYN-P-000000116,Chennai,03,Rural,40,Female,2,4,2,Self-employed in agriculture,Illiterate,Middle,Not in labour force,Not in labour force,0.0,12009.0,Other Backward Class
TN-SYN-P-000000117,Dindigul,20,Urban,55,Male,2,6,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,14653.0,Other Backward Class
TN-SYN-P-000000118,Thiruvarur,33,Urban,13,Male,1,6,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,12215.0,Other Backward Class
TN-SYN-P-000000119,Tiruppur,33,Rural,18,Female,1,5,5,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,10263.0,Scheduled Caste
TN-SYN-P-000000120,Dharmapuri,37,Rural,55,Male,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,14253.0,Scheduled Caste
TN-SYN-P-000000121,Cuddalore,06,Urban,50,Male,2,1,2,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,12220.0,Other Backward Class
TN-SYN-P-000000122,Tiruchirappalli,02,Rural,14,Female,2,5,5,Casual labour in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,18158.0,Other Backward Class
TN-SYN-P-000000123,Vellore,21,Rural,34,Female,2,6,4,Self-employed in non-agriculture,Illiterate,Higher Secondary,Not in labour force,Not in labour force,0.0,10292.0,Other Backward Class
TN-SYN-P-000000124,Ariyalur,36,Urban,18,Female,2,5,6,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,15954.0,Scheduled Caste
TN-SYN-P-000000125,Tirupathur,33,Rural,38,Female,2,5,6,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,16233.0,Other Backward Class
TN-SYN-P-000000126,Thanjavur,27,Urban,31,Female,2,5,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,15000.0,12970.0,Scheduled Caste
TN-SYN-P-000000127,Dharmapuri,05,Urban,28,Male,2,5,6,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,30000.0,37150.0,Scheduled Caste
TN-SYN-P-000000128,Sivaganga,29,Rural,36,Male,1,2,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,34425.0,Other Backward Class
TN-SYN-P-000000129,Virudhunagar,09,Urban,3,Male,1,5,10,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15458.0,Scheduled Caste
TN-SYN-P-000000130,Chennai,21,Urban,66,Female,3,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,17835.0,Others
TN-SYN-P-000000131,Erode,09,Urban,31,Male,2,2,5,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,17242.0,Others
TN-SYN-P-000000132,Krishnagiri,02,Urban,13,Male,2,4,5,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,20000.0,30517.0,Scheduled Caste
TN-SYN-P-000000133,Virudhunagar,31,Urban,22,Male,2,7,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,31000.0,25883.0,Scheduled Caste
TN-SYN-P-000000134,Tiruvannamalai,26,Rural,44,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,11410.0,Other Backward Class
TN-SYN-P-000000135,Mayiladuthurai,02,Rural,29,Female,1,5,7,Casual labour in agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,17973.0,Scheduled Caste
TN-SYN-P-000000136,Perambalur,26,Rural,40,Female,2,5,5,Casual labour in non-agriculture,Illiterate,Primary,Employed,Employed,0.0,6948.0,Other Backward Class
TN-SYN-P-000000137,Cuddalore,01,Urban,63,Male,3,1,3,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,14679.0,Others
TN-SYN-P-000000138,Dharmapuri,19,Urban,14,Female,1,6,4,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,11258.0,Other Backward Class
TN-SYN-P-000000139,Krishnagiri,02,Urban,23,Male,1,5,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,24600.0,37285.0,Other Backward Class
TN-SYN-P-000000140,Namakkal,15,Rural,7,Female,1,5,5,Regular wage/salary earning,Illiterate,Higher Secondary,Employed,Not in labour force,0.0,18563.0,Other Backward Class
TN-SYN-P-000000141,Tirunelveli,01,Urban,25,Female,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,6000.0,12973.0,Scheduled Caste
TN-SYN-P-000000142,Krishnagiri,18,Urban,1,Male,1,6,6,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,35000.0,Scheduled Caste
TN-SYN-P-000000143,Cuddalore,23,Rural,54,Female,2,1,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,20927.0,Scheduled Caste
TN-SYN-P-000000144,Nagapattinam,02,Rural,43,Male,2,2,4,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,17437.0,Other Backward Class
TN-SYN-P-000000145,Thoothukudi,31,Rural,38,Female,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,5025.0,Other Backward Class
TN-SYN-P-000000146,Theni,33,Urban,33,Male,1,3,5,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,13032.0,Other Backward Class
TN-SYN-P-000000147,Nagapattinam,18,Rural,66,Male,3,1,5,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,15000.0,46860.0,Other Backward Class
TN-SYN-P-000000148,Thiruvarur,19,Urban,33,Male,1,5,2,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,13250.0,Other Backward Class
TN-SYN-P-000000149,Kanniyakumari,01,Rural,38,Female,1,2,5,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,16472.0,Other Backward Class
TN-SYN-P-000000150,Thiruvarur,25,Rural,28,Female,1,2,4,Casual labour in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11270.0,Other Backward Class
TN-SYN-P-000000151,Salem,32,Urban,3,Male,1,5,2,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,11250.0,Other Backward Class
TN-SYN-P-000000152,Coimbatore,22,Rural,74,Female,3,1,3,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,9427.0,Other Backward Class
TN-SYN-P-000000153,Krishnagiri,14,Urban,22,Male,2,1,4,Self-employed in agriculture,Illiterate,Below Primary,Not in labour force,Not in labour force,0.0,13583.0,Other Backward Class
TN-SYN-P-000000154,Virudhunagar,15,Rural,30,Male,1,2,4,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,10920.0,Other Backward Class
TN-SYN-P-000000155,Erode,22,Rural,42,Female,1,2,4,Casual labour in agriculture,Illiterate,Below Primary,Employed,Employed,0.0,17647.0,Other Backward Class
TN-SYN-P-000000156,Krishnagiri,05,Urban,65,Male,3,7,2,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,16000.0,Scheduled Caste
TN-SYN-P-000000157,Cuddalore,01,Rural,40,Female,1,1,4,Casual labour in non-agriculture,Illiterate,Middle,Employed,Employed,0.0,12952.0,Other Backward Class
TN-SYN-P-000000158,Tiruchirappalli,16,Rural,15,Female,1,5,3,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,8500.0,Other Backward Class
