synthetic_person_id,district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group
TN-SYN-P-000000019,The Nilgiris,32,Urban,25,Male,2,1,10,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10213.0,Other Backward Class
TN-SYN-P-000000020,Tenkasi,02,Urban,15,Male,2,1,2,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Employed,0.0,11735.0,Scheduled Caste
TN-SYN-P-000000021,Kancheepuram,02,Urban,32,Female,1,5,1,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,109.0,11740.0,Other Backward Class
TN-SYN-P-000000022,Tirupathur,36,Urban,7,Male,2,3,5,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,9928.0,Scheduled Caste
TN-SYN-P-000000023,Mayiladuthurai,04,Urban,54,Female,2,5,4,Others,Literate,Primary,Employed,Not in labour force,136.0,13051.0,Other Backward Class
TN-SYN-P-000000024,Chennai,11,Urban,48,Female,1,2,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,218.0,13797.0,Scheduled Caste
TN-SYN-P-000000025,Tenkasi,35,Rural,39,Male,3,5,5,Self-employed in agriculture,Illiterate,Higher Secondary,Employed,Employed,81.0,17595.0,Other Backward Class
TN-SYN-P-000000026,Cuddalore,19,Rural,39,Female,2,1,2,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,125.0,10458.0,Other Backward Class
TN-SYN-P-000000027,Salem,29,Urban,18,Female,2,7,5,Self-employed in agriculture,Literate,Middle,Employed,Not in labour force,171.0,8383.0,Other Backward Class
TN-SYN-P-000000028,Madurai,28,Urban,43,Male,2,2,5,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,7450.0,Other Backward Class
TN-SYN-P-000000029,Chennai,01,Rural,36,Male,2,2,2,Self-employed in agriculture,Illiterate,Primary,Not in labour force,Employed,0.0,14818.0,Other Backward Class
TN-SYN-P-000000030,Thiruvallur,30,Urban,46,Female,1,5,3,Self-employed in non-agriculture,Illiterate,Diploma/Certificate,Not in labour force,Employed,10.0,9857.0,Scheduled Caste
TN-SYN-P-000000031,Krishnagiri,03,Urban,47,Female,2,1,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,60.0,23459.0,Others
TN-SYN-P-000000032,Pudukkottai,07,Rural,48,Male,3,5,6,Regular wage/salary earning,Illiterate,Middle,Not in labour force,Not in labour force,0.0,9629.0,Other Backward Class
TN-SYN-P-000000033,Tiruvannamalai,21,Rural,48,Female,2,6,4,Self-employed in agriculture,Literate,Not literate,Employed,Employed,186.0,13044.0,Other Backward Class
TN-SYN-P-000000034,Cuddalore,33,Urban,16,Female,4,1,5,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,44.0,24527.0,Other Backward Class
TN-SYN-P-000000035,Kallakurichi,24,Urban,48,Female,4,5,5,Self-employed in non-agriculture,Literate,Not literate,Employed,Not in labour force,52.0,10117.0,Scheduled Caste
TN-SYN-P-000000036,Thiruvallur,15,Urban,69,Male,2,1,5,Self-employed in non-agriculture,Illiterate,Primary,Not in labour force,Employed,0.0,14873.0,Other Backward Class
TN-SYN-P-000000037,Kanniyakumari,07,Rural,76,Male,2,7,6,Casual labour in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,225.0,8194.0,Scheduled Caste
TN-SYN-P-000000038,Tenkasi,20,Urban,40,Male,2,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Employed,61.0,15065.0,Scheduled Caste
TN-SYN-P-000000039,Chennai,31,Urban,36,Female,1,2,3,Self-employed in agriculture,Illiterate,Middle,Not in labour force,Employed,60.0,13725.0,Other Backward Class
TN-SYN-P-000000040,Ariyalur,09,Rural,80,Female,2,6,5,Self-employed in agriculture,Literate,Not literate,Employed,Not in labour force,184.0,12258.0,Scheduled Caste
TN-SYN-P-000000041,Namakkal,24,Rural,80,Female,2,1,2,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,9.0,11393.0,Scheduled Caste
TN-SYN-P-000000042,Ranipet,34,Urban,12,Male,1,2,8,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,99.0,16227.0,Other Backward Class
TN-SYN-P-000000043,Salem,15,Urban,23,Male,2,1,4,Regular wage/salary earning,Illiterate,Secondary,Employed,Not in labour force,0.0,20295.0,Scheduled Caste
TN-SYN-P-000000044,Chennai,25,Urban,16,Female,1,7,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,129.0,17210.0,Scheduled Caste
TN-SYN-P-000000045,Chennai,02,Rural,41,Female,4,3,3,Regular wage/salary earning,Literate,Middle,Not in labour force,Employed,325.0,8721.0,Scheduled Caste
TN-SYN-P-000000046,Ranipet,33,Urban,52,Female,2,5,5,Others,Literate,Primary,Not in labour force,Not in labour force,64.0,24844.0,Scheduled Caste
TN-SYN-P-000000047,Madurai,07,Rural,29,Male,2,4,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,72.0,7148.0,Other Backward Class
TN-SYN-P-000000048,Mayiladuthurai,16,Urban,34,Male,1,8,5,Self-employed in non-agriculture,Literate,Secondary,Employed,Not in labour force,0.0,20266.0,Other Backward Class
TN-SYN-P-000000049,Tiruvannamalai,03,Rural,24,Male,1,2,6,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,39065.0,Other Backward Class
TN-SYN-P-000000050,Tenkasi,05,Urban,25,Male,2,6,2,Self-employed in non-agriculture,Literate,Primary,Employed,Not in labour force,0.0,8867.0,Other Backward Class
TN-SYN-P-000000051,Namakkal,28,Urban,11,Female,1,2,4,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Employed,0.0,10981.0,Other Backward Class
TN-SYN-P-000000052,Tiruchirappalli,34,Rural,56,Male,1,4,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,31703.0,Other Backward Class
TN-SYN-P-000000053,Thiruvarur,16,Urban,34,Female,1,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Unemployed,0.0,32645.0,Scheduled Caste
TN-SYN-P-000000054,Kancheepuram,29,Rural,28,Male,1,1,4,Casual labour in non-agriculture,Literate,Not literate,Not in labour force,Employed,103.0,11428.0,Scheduled Caste
TN-SYN-P-000000055,Ramanathapuram,06,Urban,67,Female,2,7,14,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,13272.0,Other Backward Class
TN-SYN-P-000000056,Dharmapuri,05,Rural,9,Male,2,5,2,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,35358.0,Other Backward Class
TN-SYN-P-000000057,Thiruvallur,01,Urban,67,Female,2,5,4,Others,Illiterate,Below Primary,Not in labour force,Not in labour force,0.0,12973.0,Other Backward Class
TN-SYN-P-000000058,Thiruvarur,02,Urban,17,Female,1,5,5,Others,Literate,Below Primary,Employed,Not in labour force,84.0,11207.0,Others
TN-SYN-P-000000059,Erode,01,Urban,77,Male,2,1,4,Casual labour in non-agriculture,Illiterate,Diploma/Certificate,Not in labour force,Employed,48.0,6115.0,Scheduled Caste
TN-SYN-P-000000060,Thanjavur,11,Rural,12,Female,3,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,11714.0,Others
TN-SYN-P-000000061,Tenkasi,31,Urban,54,Female,2,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Not in labour force,28803.0,16527.0,Scheduled Caste
TN-SYN-P-000000062,Perambalur,33,Urban,45,Female,2,6,6,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,232.0,8132.0,Other Backward Class
TN-SYN-P-000000063,Salem,28,Rural,37,Female,2,5,6,Regular wage/salary earning,Literate,Not literate,Employed,Not in labour force,274.0,17269.0,Scheduled Tribe
TN-SYN-P-000000064,Chennai,09,Rural,81,Female,1,2,3,Regular wage/salary earning,Illiterate,Middle,Employed,Not in labour force,175.0,18936.0,Other Backward Class
TN-SYN-P-000000065,Thiruvallur,26,Urban,74,Female,1,2,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,7278.0,Scheduled Caste
TN-SYN-P-000000066,Sivaganga,25,Rural,60,Female,2,2,3,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Employed,0.0,15920.0,Other Backward Class
TN-SYN-P-000000067,Kanniyakumari,29,Rural,39,Female,3,5,1,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,163.0,9609.0,Scheduled Caste
TN-SYN-P-000000068,The Nilgiris,35,Urban,69,Female,1,4,5,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Employed,53.0,8415.0,Scheduled Caste
TN-SYN-P-000000069,Thoothukudi,25,Rural,25,Male,2,6,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,11261.0,Other Backward Class
TN-SYN-P-000000070,Salem,38,Urban,8,Male,4,3,2,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,17985.0,Other Backward Class
TN-SYN-P-000000071,Thiruvallur,07,Urban,29,Male,2,2,2,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,102.0,7292.0,Scheduled Caste
TN-SYN-P-000000072,Chennai,07,Rural,6,Female,1,2,5,Self-employed in agriculture,Literate,Below Primary,Employed,Not in labour force,0.0,16741.0,Other Backward Class
TN-SYN-P-000000073,Kallakurichi,26,Rural,49,Male,4,1,3,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,7922.0,Others
TN-SYN-P-000000074,Viluppuram,01,Urban,49,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,7317.0,Other Backward Class
TN-SYN-P-000000075,Chennai,15,Urban,24,Female,2,2,6,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,89.0,7367.0,Other Backward Class
TN-SYN-P-000000076,Thiruvallur,21,Urban,17,Female,1,2,2,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,13182.0,Scheduled Caste
TN-SYN-P-000000077,Thoothukudi,04,Urban,39,Female,2,2,5,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,231.0,11873.0,Scheduled Caste
TN-SYN-P-000000078,Namakkal,22,Urban,17,Female,2,5,3,Self-employed in non-agriculture,Illiterate,Diploma/Certificate,Unemployed,Employed,80.0,15023.0,Scheduled Caste
TN-SYN-P-000000079,Thiruvallur,15,Rural,39,Female,2,2,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,206.0,70739.0,Other Backward Class
TN-SYN-P-000000080,Vellore,11,Urban,28,Female,2,5,3,Self-employed in non-agriculture,Literate,Not literate,Unemployed,Not in labour force,19.0,23561.0,Scheduled Caste
TN-SYN-P-000000081,Tenkasi,11,Rural,47,Male,2,1,2,Regular wage/salary earning,Illiterate,Middle,Employed,Not in labour force,0.0,15398.0,Other Backward Class
TN-SYN-P-000000082,Thiruvallur,29,Rural,88,Male,4,5,4,Self-employed in agriculture,Illiterate,Below Primary,Not in labour force,Employed,12.0,25570.0,Other Backward Class
TN-SYN-P-000000083,The Nilgiris,08,Rural,25,Female,2,1,2,Casual labour in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,12872.0,Other Backward Class
TN-SYN-P-000000084,Karur,35,Rural,51,Male,1,2,2,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Employed,0.0,13468.0,Other Backward Class
TN-SYN-P-000000085,Chennai,15,Rural,56,Female,2,5,5,Regular wage/salary earning,Literate,Primary,Not in labour force,Employed,302.0,27074.0,Other Backward Class
TN-SYN-P-000000086,Unknown,07,Urban,65,Female,2,2,6,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,0.0,62188.0,Scheduled Caste
TN-SYN-P-000000087,Kancheepuram,15,Rural,18,Male,2,7,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,27472.0,Others
TN-SYN-P-000000088,Thiruvallur,35,Rural,36,Male,2,5,2,Regular wage/salary earning,Illiterate,Secondary,Employed,Employed,0.0,8730.0,Other Backward Class
TN-SYN-P-000000089,Erode,22,Urban,37,Male,3,7,4,Self-employed in non-agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,27194.0,Other Backward Class
TN-SYN-P-000000090,Salem,16,Urban,30,Female,2,1,4,Casual labour in agriculture,Literate,Primary,Not in labour force,Employed,0.0,13629.0,Other Backward Class
TN-SYN-P-000000091,Tiruppur,30,Urban,41,Female,3,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,83636.0,Other Backward Class
TN-SYN-P-000000092,Theni,33,Urban,11,Male,2,1,2,Self-employed in non-agriculture,Literate,Not literate,Employed,Not in labour force,0.0,15528.0,Other Backward Class
TN-SYN-P-000000093,Thiruvallur,01,Rural,52,Male,2,5,4,Self-employed in non-agriculture,Illiterate,Secondary,Not in labour force,Employed,29.0,9209.0,Other Backward Class
TN-SYN-P-000000094,Chennai,07,Urban,5,Male,2,2,3,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Not in labour force,0.0,12189.0,Other Backward Class
TN-SYN-P-000000095,Chennai,30,Urban,13,Female,1,1,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,210.0,14105.0,Scheduled Caste
TN-SYN-P-000000096,Kanniyakumari,25,Urban,0,Male,2,9,4,Self-employed in agriculture,Literate,Not literate,Not in labour force,Employed,0.0,11646.0,Other Backward Class
TN-SYN-P-000000097,Sivaganga,33,Urban,17,Female,2,5,2,Self-employed in agriculture,Literate,Higher Secondary,Employed,Not in labour force,26.0,14439.0,Other Backward Class
TN-SYN-P-000000098,Erode,20,Urban,44,Female,2,6,6,Casual labour in agriculture,Literate,Below Primary,Not in labour force,Employed,67.0,11857.0,Other Backward Class
TN-SYN-P-000000099,Chennai,22,Urban,41,Male,2,1,4,Others,Literate,Below Primary,Not in labour force,Employed,278.0,17000.0,Other Backward Class
TN-SYN-P-000000100,Sivaganga,18,Rural,81,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Employed,0.0,9150.0,Scheduled Caste
TN-SYN-P-000000101,Kancheepuram,02,Urban,77,Female,1,5,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,137.0,21865.0,Others
TN-SYN-P-000000102,Salem,19,Urban,17,Female,1,5,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Employed,0.0,13231.0,Scheduled Caste
TN-SYN-P-000000103,Chennai,37,Urban,39,Female,1,5,2,Regular wage/salary earning,Literate,Primary,Employed,Not in labour force,0.0,6654.0,Other Backward Class
TN-SYN-P-000000104,Chennai,19,Rural,34,Female,3,1,3,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,168.0,18700.0,Other Backward Class
TN-SYN-P-000000105,Thoothukudi,05,Urban,9,Female,2,5,2,Self-employed in non-agriculture,Literate,Secondary,Employed,Not in labour force,90.0,20180.0,Other Backward Class
TN-SYN-P-000000106,Kallakurichi,30,Rural,53,Female,2,1,2,Others,Literate,Higher Secondary,Not in labour force,Not in labour force,22.0,14816.0,Scheduled Caste
TN-SYN-P-000000107,Thiruvarur,02,Urban,48,Male,2,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,2040.0,Other Backward Class
TN-SYN-P-000000108,Chennai,31,Rural,29,Male,1,5,3,Others,Literate,Secondary,Not in labour force,Not in labour force,110.0,11207.0,Other Backward Class
TN-SYN-P-000000109,Chennai,24,Urban,41,Male,1,2,3,Others,Illiterate,Below Primary,Unemployed,Employed,330.0,9611.0,Other Backward Class
TN-SYN-P-000000110,Tiruvannamalai,28,Rural,43,Male,2,2,4,Others,Literate,Middle,Not in labour force,Not in labour force,45.0,13538.0,Other Backward Class
TN-SYN-P-000000111,Chennai,24,Rural,12,Female,2,1,2,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,205.0,11558.0,Scheduled Caste
TN-SYN-P-000000112,Perambalur,08,Urban,3,Female,1,5,3,Regular wage/salary earning,Illiterate,Middle,Not in labour force,Employed,4062.0,13987.0,Scheduled Caste
TN-SYN-P-000000113,Erode,33,Urban,59,Female,2,5,5,Self-employed in agriculture,Literate,Primary,Employed,Not in labour force,10.0,12672.0,Other Backward Class
TN-SYN-P-000000114,Thoothukudi,06,Rural,4,Male,1,4,3,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Employed,45577.0,15509.0,Scheduled Caste
TN-SYN-P-000000115,Nagapattinam,01,Urban,77,Male,2,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Employed,246.0,15410.0,Other Backward Class
TN-SYN-P-000000116,Thiruvarur,23,Urban,37,Female,2,4,5,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,198.0,15410.0,Other Backward Class
TN-SYN-P-000000117,Thanjavur,17,Urban,23,Female,2,5,3,Casual labour in agriculture,Illiterate,Below Primary,Not in labour force,Employed,151.0,12179.0,Other Backward Class
TN-SYN-P-000000118,Madurai,02,Rural,13,Female,1,2,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,166.0,17742.0,Scheduled Caste
TN-SYN-P-000000119,Dharmapuri,30,Rural,17,Female,2,6,2,Regular wage/salary earning,Literate,Middle,Employed,Not in labour force,64884.0,10144.0,Scheduled Caste
TN-SYN-P-000000120,Tirunelveli,18,Urban,53,Female,2,1,9,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Not in labour force,0.0,15235.0,Other Backward Class
TN-SYN-P-000000121,Tiruchirappalli,30,Rural,76,Female,1,5,7,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,337.0,10720.0,Scheduled Caste
TN-SYN-P-000000122,The Nilgiris,05,Rural,96,Female,2,1,4,Others,Literate,Below Primary,Not in labour force,Not in labour force,96.0,14816.0,Scheduled Caste
TN-SYN-P-000000123,Coimbatore,05,Urban,54,Female,1,1,3,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Employed,0.0,18809.0,Other Backward Class
TN-SYN-P-000000124,Chennai,01,Urban,42,Male,2,2,4,Self-employed in agriculture,Literate,Not literate,Not in labour force,Employed,203.0,8211.0,Scheduled Caste
TN-SYN-P-000000125,Ramanathapuram,01,Urban,28,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,73.0,11770.0,Other Backward Class
TN-SYN-P-000000126,Kallakurichi,22,Urban,21,Male,2,5,3,Others,Literate,Below Primary,Unemployed,Not in labour force,0.0,6004.0,Other Backward Class
TN-SYN-P-000000127,Thanjavur,38,Urban,34,Female,1,6,3,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,11540.0,Scheduled Caste
TN-SYN-P-000000128,Theni,37,Rural,56,Male,1,4,5,Others,Illiterate,Not literate,Employed,Employed,7.0,16422.0,Scheduled Caste
TN-SYN-P-000000129,Theni,23,Rural,11,Male,3,1,4,Self-employed in non-agriculture,Illiterate,Secondary,Employed,Employed,120.0,26252.0,Scheduled Caste
TN-SYN-P-000000130,Tenkasi,16,Urban,19,Female,1,7,6,Self-employed in agriculture,Literate,Secondary,Employed,Not in labour force,0.0,5226.0,Scheduled Caste
TN-SYN-P-000000131,Chennai,35,Urban,54,Female,2,1,5,Others,Literate,Not literate,Not in labour force,Not in labour force,0.0,6824.0,Scheduled Caste
TN-SYN-P-000000132,Tiruvannamalai,35,Rural,81,Male,2,5,3,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Employed,72.0,22689.0,Other Backward Class
TN-SYN-P-000000133,Tiruppur,11,Rural,37,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Employed,Not in labour force,0.0,27868.0,Scheduled Caste
TN-SYN-P-000000134,Salem,02,Rural,86,Male,3,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,1999.0,Other Backward Class
TN-SYN-P-000000135,Kancheepuram,06,Urban,6,Male,2,1,1,Others,Literate,Higher Secondary,Not in labour force,Employed,196.0,16638.0,Other Backward Class
TN-SYN-P-000000136,Chennai,37,Rural,5,Male,2,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13049.0,Other Backward Class
TN-SYN-P-000000137,Kallakurichi,29,Urban,5,Female,3,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Not in labour force,0.0,23956.0,Other Backward Class
TN-SYN-P-000000138,Kanniyakumari,30,Urban,50,Female,1,5,5,Self-employed in agriculture,Literate,Not literate,Not in labour force,Employed,0.0,8817.0,Scheduled Caste
TN-SYN-P-000000139,Ranipet,05,Rural,45,Female,2,1,4,Others,Literate,Secondary,Employed,Not in labour force,0.0,1414.0,Scheduled Caste
TN-SYN-P-000000140,Theni,24,Rural,26,Female,2,6,5,Self-employed in non-agriculture,Illiterate,Secondary,Not in labour force,Not in labour force,0.0,6963.0,Other Backward Class
TN-SYN-P-000000141,Chennai,05,Rural,6,Female,2,1,2,Regular wage/salary earning,Illiterate,Below Primary,Employed,Not in labour force,0.0,21696.0,Other Backward Class
TN-SYN-P-000000142,Ramanathapuram,37,Rural,9,Other,2,1,5,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,60.0,13115.0,Other Backward Class
TN-SYN-P-000000143,Ranipet,01,Rural,51,Male,2,1,3,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14191.0,Scheduled Caste
TN-SYN-P-000000144,Krishnagiri,01,Urban,62,Female,2,2,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,50.0,10387.0,Other Backward Class
TN-SYN-P-000000145,Tenkasi,05,Rural,33,Female,1,5,5,Self-employed in agriculture,Literate,Not literate,Employed,Not in labour force,37.0,19891.0,Other Backward Class
TN-SYN-P-000000146,Namakkal,35,Rural,31,Female,2,5,5,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,30.0,49529.0,Other Backward Class
TN-SYN-P-000000147,Thoothukudi,01,Urban,38,Male,2,2,6,Self-employed in agriculture,Literate,Not literate,Employed,Employed,353.0,12304.0,Other Backward Class
TN-SYN-P-000000148,Virudhunagar,29,Rural,50,Male,2,8,2,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Unemployed,219.0,19198.0,Scheduled Caste
TN-SYN-P-000000149,Dindigul,02,Rural,10,Female,2,2,2,Casual labour in agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,24883.0,Other Backward Class
TN-SYN-P-000000150,Madurai,24,Urban,39,Male,2,5,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,51.0,23706.0,Scheduled Caste
TN-SYN-P-000000151,Namakkal,02,Rural,27,Male,1,3,3,Self-employed in non-agriculture,Illiterate,Primary,Not in labour force,Not in labour force,168.0,23770.0,Other Backward Class
TN-SYN-P-000000152,Thoothukudi,38,Rural,58,Female,2,2,2,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,96.0,15688.0,Others
TN-SYN-P-000000153,Chennai,20,Urban,19,Female,1,2,5,Self-employed in agriculture,Literate,Middle,Not in labour force,Employed,0.0,9383.0,Scheduled Caste
TN-SYN-P-000000154,Kanniyakumari,30,Rural,40,Other,1,1,6,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,127.0,16717.0,Scheduled Caste
TN-SYN-P-000000155,Namakkal,31,Urban,49,Male,2,1,2,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Not in labour force,0.0,14327.0,Other Backward Class
TN-SYN-P-000000156,Ranipet,16,Urban,29,Female,1,5,6,Regular wage/salary earning,Literate,Not literate,Employed,Not in labour force,0.0,11260.0,Other Backward Class
TN-SYN-P-000000157,Madurai,01,Rural,39,Female,1,5,2,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Not in labour force,0.0,16096.0,Scheduled Caste
TN-SYN-P-000000158,Salem,22,Rural,51,Male,2,5,5,Self-employed in non-agriculture,Literate,Below Primary,Employed,Not in labour force,0.0,14564.0,Scheduled Caste
TN-SYN-P-000000159,Thanjavur,28,Urban,5,Male,3,2,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,20690.0,Scheduled Caste
