district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,synthetic_data_label
Karur,12,Rural,30,Female,2,4,6,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,19321.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Rural,49,Female,2,2,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,13210.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,69,Female,3,7,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7093.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,14,Male,1,5,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,25,Male,2,3,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,15000.0,12783.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,1,Male,1,5,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8375.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,71,Male,2,1,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7228.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Rural,50,Male,2,1,2,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,4253.0,Scheduled Caste,RESAMPLED_BASELINE
Virudhunagar,24,Rural,13,Female,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10332.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,38,Male,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,10867.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,29,Male,2,1,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,12000.0,11871.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,68,Female,3,7,3,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,17660.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,22,Male,1,5,3,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,9263.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Rural,53,Male,2,1,5,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,12009.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,32,Male,1,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,9008.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,41,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,25000.0,6580.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Rural,3,Male,1,5,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11155.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,56,Female,2,2,6,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,13910.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,58,Male,2,1,5,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,39367.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,75,Female,3,8,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8005.0,Scheduled Caste,RESAMPLED_BASELINE
Vellore,04,Rural,25,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,10000.0,9644.0,Scheduled Caste,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,11,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,25775.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,45,Female,2,2,5,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,13983.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,13,Female,1,5,3,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,7487.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,32,Female,2,2,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10533.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvallur,01,Rural,18,Male,1,5,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,15980.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,40,Female,2,2,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,14087.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,47,Female,2,2,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,14542.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,15,Female,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,9467.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,55,Male,2,1,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,18706.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,32,Female,2,2,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,15142.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,70,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,6203.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,25,Female,2,4,4,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,35,Female,2,2,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,16859.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,29,Male,2,3,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,11500.0,8481.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,62,Male,2,1,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,5435.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,3,Male,1,6,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15943.0,Other Backward Class,RESAMPLED_BASELINE
Virudhunagar,24,Rural,17,Male,1,5,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,16083.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Rural,43,Male,2,1,5,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,17437.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,22,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,8317.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,64,Female,2,7,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,8831.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,0,Male,1,6,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12247.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,75,Female,3,8,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8005.0,Scheduled Caste,RESAMPLED_BASELINE
Namakkal,08,Rural,45,Female,2,2,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,4583.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Rural,68,Female,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,2216.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,6,Male,1,5,3,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5950.0,Scheduled Caste,RESAMPLED_BASELINE
Perambalur,14,Rural,46,Female,2,2,6,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,14418.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,61,Female,3,7,5,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,12700.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,20,Female,1,5,5,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11625.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,34,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,17192.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,20,Male,1,5,3,Others,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,16500.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,74,Female,2,2,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,25680.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,19,Male,1,5,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,11368.0,Scheduled Tribe,RESAMPLED_BASELINE
Coimbatore,31,Rural,63,Male,2,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,11567.0,Other Backward Class,RESAMPLED_BASELINE
Unknown,37,Rural,72,Male,2,1,2,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,8534.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,9,Male,1,5,4,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12388.0,Scheduled Caste,RESAMPLED_BASELINE
Ranipet,35,Rural,78,Female,3,1,1,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,2480.0,Scheduled Caste,RESAMPLED_BASELINE
Perambalur,14,Rural,27,Female,2,4,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15583.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,35,Male,1,5,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,9008.0,Scheduled Caste,RESAMPLED_BASELINE
The Nilgiris,10,Rural,46,Female,2,2,6,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,19417.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,4,Male,1,5,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9000.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Rural,2,Male,1,6,9,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21540.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,2,Female,1,6,12,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,58995.0,Scheduled Caste,RESAMPLED_BASELINE
Erode,09,Rural,36,Male,2,1,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,22600.0,15755.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,36,Female,2,4,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,11021.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Rural,47,Female,3,1,3,Casual labour in agriculture,Literate,Middle,Unemployed,Unemployed,0.0,8770.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,32,Male,2,3,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,28000.0,22717.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,58,Female,3,1,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,4271.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,4,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17516.0,Other Backward Class,RESAMPLED_BASELINE
Virudhunagar,24,Rural,74,Female,3,1,1,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,3275.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,34,Female,3,1,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,5500.0,8486.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,25,Female,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10610.0,Scheduled Caste,RESAMPLED_BASELINE
Thoothukudi,26,Rural,2,Male,1,6,9,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21540.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,13,Female,1,5,6,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10342.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,3,Female,1,5,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13027.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,69,Female,3,7,5,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8392.0,Scheduled Caste,RESAMPLED_BASELINE
Tenkasi,33,Rural,38,Male,2,1,3,Regular wage/salary earning,Literate,Secondary,Employed,Employed,12500.0,12137.0,Scheduled Caste,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,32,Male,2,3,5,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,10421.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,73,Male,3,1,2,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,9283.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,58,Female,2,2,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,7383.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Rural,65,Female,3,7,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,14623.0,Other Backward Class,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,11,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,25775.0,Other Backward Class,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,52,Female,3,1,2,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9438.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,3,Male,1,5,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17480.0,Other Backward Class,RESAMPLED_BASELINE
Unknown,37,Rural,40,Male,2,1,2,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,7500.0,7285.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,50,Female,2,2,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,18706.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,38,Male,2,3,6,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,9275.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Rural,32,Female,2,4,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,9971.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,22,Male,1,5,5,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,11483.0,Other Backward Class,RESAMPLED_BASELINE
Theni,23,Rural,2,Female,1,6,6,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15369.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,55,Male,2,1,3,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,8432.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,35,Female,2,2,3,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9150.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,32,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,10575.0,Scheduled Caste,RESAMPLED_BASELINE
Salem,07,Rural,66,Female,3,7,3,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8717.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,27,Male,1,5,8,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,35417.0,Scheduled Caste,RESAMPLED_BASELINE
Dindigul,11,Rural,25,Male,2,3,6,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,24910.0,Scheduled Caste,RESAMPLED_BASELINE
Salem,07,Rural,82,Female,3,7,8,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17738.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,60,Male,2,1,3,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,4644.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,60,Female,3,1,1,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,4831.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,25,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,8733.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,59,Female,2,7,7,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,16613.0,Other Backward Class,RESAMPLED_BASELINE
Viluppuram,06,Rural,38,Male,2,1,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,10767.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,63,Female,2,2,4,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6258.0,Scheduled Tribe,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,49,Male,2,1,3,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,10640.0,Scheduled Caste,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,55,Male,2,1,5,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,10421.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,32,Female,2,2,4,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9642.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,1,Male,1,5,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15702.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,4,Female,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,35417.0,Scheduled Caste,RESAMPLED_BASELINE
Thanjavur,19,Rural,23,Female,1,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,10350.0,16695.0,Scheduled Caste,RESAMPLED_BASELINE
Thanjavur,19,Rural,39,Male,2,3,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,17242.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,6,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8800.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,6,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10042.0,Scheduled Caste,RESAMPLED_BASELINE
Dindigul,11,Rural,24,Female,2,4,6,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,13358.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,54,Male,2,1,2,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,5296.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,10,Male,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,9409.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,66,Male,2,1,2,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,3267.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,27,Male,2,3,4,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,15000.0,9067.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,1,Female,1,6,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Rural,53,Female,2,2,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,14967.0,Other Backward Class,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,76,Female,3,7,5,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,25775.0,Other Backward Class,RESAMPLED_BASELINE
