district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,synthetic_data_label
Tiruchirappalli,13,Rural,46,Female,1,8,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,60000.0,17660.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Rural,63,Male,2,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,11567.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,55,Female,2,2,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,15877.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Rural,60,Female,3,1,1,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,5005.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,19,Female,1,5,2,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,8260.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Rural,24,Female,2,4,7,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,16501.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,11,Male,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,15755.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,42,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,18762.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,10,Female,1,6,4,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,9850.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Rural,56,Male,2,1,2,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,7271.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,39,Female,2,2,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,11417.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,35,Female,2,2,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Rural,49,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,12980.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,23,Female,1,5,6,Self-employed in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,15753.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Rural,75,Male,2,1,2,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8433.0,Other Backward Class,RESAMPLED_BASELINE
Unknown,37,Rural,9,Male,1,6,5,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,13405.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,47,Female,2,2,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,5828.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,52,Female,2,2,2,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,10288.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,64,Female,2,7,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,8831.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,22,Male,1,5,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,13800.0,7093.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,7,Male,1,5,5,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14448.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,7,Female,1,5,6,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,13763.0,Other Backward Class,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,53,Male,1,8,3,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,14622.0,Other Backward Class,RESAMPLED_BASELINE
Viluppuram,06,Rural,14,Female,1,5,5,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,15417.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,0,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11871.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,78,Female,2,2,2,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,5610.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Rural,58,Male,2,1,3,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,8278.0,Scheduled Caste,RESAMPLED_BASELINE
Thanjavur,19,Rural,26,Male,1,5,3,Casual labour in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,8770.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,47,Female,2,2,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,5828.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,19,Male,1,5,3,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,10325.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,29,Male,2,3,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,39367.0,Scheduled Caste,RESAMPLED_BASELINE
Dharmapuri,29,Rural,22,Male,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,16400.0,14797.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,42,Female,2,2,2,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,42800.0,16913.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,35,Male,2,1,6,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9942.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,45,Female,2,1,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,8000.0,16665.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,11,Male,1,5,6,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,9133.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvallur,01,Rural,57,Male,2,1,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,15877.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,9,Male,1,5,4,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8961.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,77,Male,2,1,2,Casual labour in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,4725.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,54,Male,2,1,2,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,10338.0,Scheduled Caste,RESAMPLED_BASELINE
Kancheepuram,03,Rural,27,Male,1,5,8,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,35417.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,46,Female,2,2,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,11033.0,Scheduled Caste,RESAMPLED_BASELINE
Salem,07,Rural,39,Female,2,2,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,8000.0,8758.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,20,Female,2,2,3,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,9725.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,27,Female,2,2,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,14898.0,Scheduled Caste,RESAMPLED_BASELINE
Virudhunagar,24,Rural,7,Female,1,5,3,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12772.0,Scheduled Caste,RESAMPLED_BASELINE
Virudhunagar,24,Rural,75,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15891.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,60,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11767.0,Scheduled Caste,RESAMPLED_BASELINE
Thoothukudi,26,Rural,10,Female,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10317.0,Scheduled Caste,RESAMPLED_BASELINE
Virudhunagar,24,Rural,25,Female,2,2,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,13683.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,35,Male,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,19388.0,Others,RESAMPLED_BASELINE
Perambalur,14,Rural,62,Male,2,1,6,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,14418.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,42,Male,2,1,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,11471.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,13,Female,1,5,5,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,29475.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,28,Female,2,4,6,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11550.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,55,Female,3,1,2,Casual labour in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,8527.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,38,Female,3,1,2,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,6783.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,45,Male,2,1,2,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,14077.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,45,Female,2,2,5,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,12000.0,7513.0,Scheduled Caste,RESAMPLED_BASELINE
Kancheepuram,03,Rural,23,Male,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,20000.0,22458.0,Scheduled Caste,RESAMPLED_BASELINE
Viluppuram,06,Rural,35,Female,2,2,5,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,15417.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,1,Male,1,6,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,39367.0,Scheduled Caste,RESAMPLED_BASELINE
Unknown,37,Rural,9,Male,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11042.0,Scheduled Caste,RESAMPLED_BASELINE
Viluppuram,06,Rural,37,Female,2,2,6,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,16725.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,30,Male,1,5,3,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,16500.0,13143.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Rural,52,Female,2,2,2,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5786.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,13,Female,1,5,5,Casual labour in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,8392.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvarur,18,Rural,41,Male,2,1,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,17280.0,18465.0,Other Backward Class,RESAMPLED_BASELINE
Viluppuram,06,Rural,56,Male,2,1,5,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,12467.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvallur,01,Rural,45,Female,2,2,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,10245.0,Scheduled Caste,RESAMPLED_BASELINE
Coimbatore,31,Rural,39,Female,2,2,4,Regular wage/salary earning,Literate,Primary,Employed,Employed,13500.0,21413.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,40,Female,2,2,6,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13763.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,19,Female,2,4,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10525.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,33,Male,2,3,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,6258.0,Scheduled Tribe,RESAMPLED_BASELINE
Cuddalore,16,Rural,57,Male,3,1,5,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11800.0,Scheduled Caste,RESAMPLED_BASELINE
Coimbatore,31,Rural,55,Female,2,2,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,21109.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,50,Female,2,2,2,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,11075.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,85,Male,2,1,2,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,6295.0,Scheduled Caste,RESAMPLED_BASELINE
Dharmapuri,29,Rural,8,Male,1,5,3,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,7328.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,17,Male,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,17833.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,0,Female,1,6,7,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,18158.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,22,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,8317.0,Scheduled Caste,RESAMPLED_BASELINE
Krishnagiri,30,Rural,54,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11784.0,Scheduled Caste,RESAMPLED_BASELINE
Krishnagiri,30,Rural,4,Male,1,6,6,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13530.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,1,Male,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12223.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,31,Male,1,6,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,10125.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Rural,65,Male,2,1,9,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,17000.0,21540.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,48,Male,2,2,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,11500.0,Scheduled Caste,RESAMPLED_BASELINE
Thanjavur,19,Rural,70,Female,3,7,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15034.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,25,Male,1,5,3,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,5948.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,14,Female,1,5,3,Casual labour in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,16233.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,45,Male,2,3,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,12000.0,10117.0,Scheduled Caste,RESAMPLED_BASELINE
Ranipet,35,Rural,58,Female,3,1,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,4271.0,Scheduled Caste,RESAMPLED_BASELINE
Dindigul,11,Rural,30,Female,2,2,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,19388.0,Others,RESAMPLED_BASELINE
Sivaganga,21,Rural,37,Female,2,2,3,Regular wage/salary earning,Literate,Secondary,Employed,Employed,15000.0,7475.0,Other Backward Class,RESAMPLED_BASELINE
Perambalur,14,Rural,6,Female,1,6,5,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11680.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,4,Male,1,6,8,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10805.0,Scheduled Caste,RESAMPLED_BASELINE
Tirunelveli,27,Rural,39,Female,2,2,2,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,11158.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Rural,60,Male,2,1,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,11218.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Rural,20,Male,1,6,5,Casual labour in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,13608.0,Scheduled Caste,RESAMPLED_BASELINE
Madurai,22,Rural,21,Female,1,5,7,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,16838.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,26,Male,1,5,5,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,10325.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,5,Female,1,5,5,Casual labour in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,6755.0,Scheduled Caste,RESAMPLED_BASELINE
Virudhunagar,24,Rural,40,Female,2,2,4,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,10533.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,37,Female,2,2,3,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,10587.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,55,Female,2,2,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12530.0,Scheduled Caste,RESAMPLED_BASELINE
Virudhunagar,24,Rural,57,Male,2,1,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,15625.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,41,Male,2,1,3,Casual labour in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,11142.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,60,Female,3,7,5,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,6000.0,14217.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,64,Female,2,7,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,8831.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,52,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,15000.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,12,Male,1,5,6,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,10158.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,54,Female,2,7,6,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16859.0,Scheduled Caste,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,57,Male,4,3,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,10125.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,70,Male,2,2,2,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6403.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,17,Male,1,5,5,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10853.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,69,Female,2,7,4,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,15038.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,5,Female,1,6,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11433.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,41,Male,2,1,3,Regular wage/salary earning,Literate,Middle,Employed,Employed,13500.0,7389.0,Scheduled Caste,RESAMPLED_BASELINE
Dharmapuri,29,Rural,49,Female,2,2,7,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,16501.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,50,Male,2,3,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,11128.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,80,Male,2,1,2,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,5360.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvallur,01,Rural,40,Female,2,2,3,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,9753.0,8038.0,Scheduled Tribe,RESAMPLED_BASELINE
Tirunelveli,27,Rural,25,Male,1,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,23800.0,11558.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Rural,17,Female,1,5,4,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,14559.0,Scheduled Caste,RESAMPLED_BASELINE
Krishnagiri,30,Rural,59,Female,2,7,7,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,16613.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,50,Female,2,2,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,12467.0,Other Backward Class,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,17,Female,1,5,4,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,17506.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,42,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,15614.0,Scheduled Caste,RESAMPLED_BASELINE
