district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,synthetic_data_label
Krishnagiri,11,Urban,36,Male,2,1,5,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15369.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Coimbatore,26,Rural,47,Male,2,2,2,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,18697.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thanjavur,16,Rural,45,Female,2,1,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,0.0,6200.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,27,Rural,40,Female,2,5,4,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5752.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Sivaganga,02,Rural,16,Male,2,1,5,Self-employed in non-agriculture,Illiterate,Diploma/Certificate,Employed,Employed,6000.0,16592.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Sivaganga,02,Rural,24,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13113.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ranipet,19,Rural,49,Female,2,5,2,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,11644.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tiruppur,32,Rural,4,Female,1,3,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,4468.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kanniyakumari,13,Urban,16,Male,2,1,7,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,13947.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,23,Urban,2,Female,1,5,10,Self-employed in agriculture,Literate,Primary,Not in labour force,Unemployed,0.0,16453.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tenkasi,07,Rural,31,Male,2,2,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,12433.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ranipet,30,Urban,50,Female,3,6,2,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,5383.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,02,Rural,62,Female,2,1,1,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,8227.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,30,Urban,70,Male,2,1,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,50000.0,15996.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Karur,10,Rural,8,Female,1,5,2,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,5607.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ramanathapuram,19,Rural,33,Female,2,5,5,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,12137.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Theni,09,Urban,5,Female,1,6,10,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,11477.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Theni,18,Urban,42,Female,2,6,3,Regular wage/salary earning,Illiterate,Primary,Not in labour force,Not in labour force,0.0,9663.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,18,Urban,13,Male,2,5,11,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,24200.0,97333.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
The Nilgiris,01,Rural,19,Female,1,3,6,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,7375.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Karur,23,Urban,14,Male,2,5,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,18411.0,16639.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,35,Rural,4,Female,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,6992.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Sivaganga,22,Urban,2,Male,1,8,2,Self-employed in non-agriculture,Literate,Not literate,Unemployed,Unemployed,15000.0,11564.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Cuddalore,26,Urban,71,Male,3,1,1,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,10639.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,26,Urban,20,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,60000.0,23100.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thanjavur,38,Rural,35,Female,2,5,6,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,17123.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Coimbatore,15,Urban,48,Female,3,1,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,9491.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tenkasi,01,Rural,14,Male,1,1,2,Regular wage/salary earning,Illiterate,Diploma/Certificate,Employed,Employed,0.0,7710.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thiruvallur,19,Urban,41,Female,2,3,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,15495.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dharmapuri,26,Rural,43,Female,1,2,4,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,14683.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kancheepuram,33,Urban,14,Male,1,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,11368.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thoothukudi,27,Rural,25,Female,1,1,3,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,5955.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tenkasi,35,Urban,50,Female,2,2,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,8500.0,13148.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Coimbatore,33,Rural,28,Female,2,2,6,Casual labour in agriculture,Illiterate,Higher Secondary,Employed,Employed,0.0,12108.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,19,Rural,35,Female,1,1,2,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,9100.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ariyalur,03,Rural,41,Female,2,1,1,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,9673.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Perambalur,24,Rural,14,Female,1,6,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8333.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dharmapuri,07,Rural,69,Female,2,1,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,18973.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Cuddalore,38,Rural,30,Male,1,7,5,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,10638.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,08,Urban,63,Male,2,2,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,10500.0,28548.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,31,Urban,24,Male,2,5,10,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,34522.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,21,Urban,24,Female,2,5,2,Self-employed in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,4630.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Karur,34,Urban,75,Male,3,2,2,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,9283.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Pudukkottai,09,Rural,48,Male,2,3,1,Self-employed in agriculture,Illiterate,Middle,Employed,Employed,0.0,6783.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dharmapuri,25,Rural,50,Female,1,1,4,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,12467.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Mayiladuthurai,35,Rural,56,Male,1,2,6,Casual labour in non-agriculture,Illiterate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,22495.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dindigul,23,Urban,16,Male,2,6,5,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,40000.0,19013.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tirunelveli,28,Rural,62,Female,2,1,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,13113.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Theni,38,Urban,55,Male,2,1,3,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,40000.0,12483.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kancheepuram,16,Rural,34,Female,1,1,1,Casual labour in agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,2590.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,02,Urban,16,Male,1,6,6,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,20943.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Pudukkottai,23,Urban,24,Male,1,5,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,18000.0,15747.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dindigul,01,Urban,48,Female,2,3,2,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,9858.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tiruchirappalli,03,Urban,28,Male,2,4,2,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,10349.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,38,Rural,25,Female,1,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,13850.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ramanathapuram,20,Rural,52,Male,2,2,5,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,20833.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,26,Urban,62,Female,2,5,7,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,14550.0,18350.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Cuddalore,23,Rural,59,Female,2,2,6,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,9943.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ariyalur,03,Urban,40,Male,3,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,15000.0,17073.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,13,Rural,67,Male,2,2,5,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,9067.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kanniyakumari,23,Urban,43,Female,2,1,5,Casual labour in non-agriculture,Literate,Higher Secondary,Unemployed,Unemployed,0.0,20208.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dharmapuri,22,Urban,23,Female,2,5,4,Casual labour in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,20000.0,10500.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Nagapattinam,26,Urban,19,Female,1,5,2,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,7600.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tiruvannamalai,19,Rural,20,Female,1,5,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,16268.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,30,Urban,38,Male,2,5,5,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,20758.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kancheepuram,24,Urban,62,Male,3,1,4,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,13500.0,17200.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tiruchirappalli,11,Urban,28,Male,1,5,3,Self-employed in agriculture,Literate,Not literate,Employed,Employed,16400.0,31313.0,Scheduled Tribe,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Namakkal,09,Urban,28,Female,2,5,10,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,34522.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Coimbatore,26,Rural,22,Female,1,1,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,6993.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ranipet,05,Rural,34,Female,1,5,6,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,24037.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,31,Rural,14,Female,2,1,3,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,11942.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
