district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,synthetic_data_label
Tiruchirappalli,13,Rural,61,Female,3,1,2,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,7265.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,56,Female,3,1,6,Regular wage/salary earning,Literate,Primary,Employed,Employed,8000.0,19575.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,70,Female,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,2617.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,16,Male,1,6,7,Casual labour in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10888.0,Scheduled Tribe,RESAMPLED_BASELINE
Namakkal,08,Urban,70,Female,3,1,1,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,1658.0,Scheduled Caste,RESAMPLED_BASELINE
Thoothukudi,26,Urban,37,Male,2,1,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,17147.0,Scheduled Tribe,RESAMPLED_BASELINE
Salem,07,Rural,35,Male,2,1,6,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9942.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Urban,79,Female,3,7,7,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11802.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,65,Male,2,1,1,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,8862.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,2,Male,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10808.0,Scheduled Caste,RESAMPLED_BASELINE
Madurai,22,Rural,73,Male,2,1,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,4247.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,45,Male,2,2,5,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,11152.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvarur,18,Rural,56,Female,2,7,4,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,22000.0,Other Backward Class,RESAMPLED_BASELINE
Theni,23,Rural,37,Female,2,2,5,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10843.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Urban,75,Female,3,1,4,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,12953.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,22,Female,2,2,2,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,6692.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,50,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,20000.0,27750.0,Other Backward Class,RESAMPLED_BASELINE
Theni,23,Urban,9,Male,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10977.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,4,Male,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17230.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,26,Male,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,7037.0,Scheduled Caste,RESAMPLED_BASELINE
Chennai,02,Urban,73,Female,3,1,1,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,8257.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,58,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7933.0,Other Backward Class,RESAMPLED_BASELINE
Perambalur,14,Rural,22,Female,2,4,8,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,16833.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,4,Female,1,5,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21114.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,7,Male,1,5,5,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,20204.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,4,Female,1,5,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12625.0,Other Backward Class,RESAMPLED_BASELINE
Perambalur,14,Rural,39,Female,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,9251.0,Other Backward Class,RESAMPLED_BASELINE
Tirupathur,36,Rural,32,Male,1,5,5,Regular wage/salary earning,Literate,Middle,Employed,Employed,12000.0,9878.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,45,Female,2,2,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,24035.0,Other Backward Class,RESAMPLED_BASELINE
Viluppuram,06,Rural,1,Female,1,5,6,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,16725.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Urban,72,Female,3,7,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9267.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,28,Male,2,1,3,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,6408.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Urban,41,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,55000.0,40600.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,75,Female,3,7,4,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9378.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,33,Female,2,2,2,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,16008.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Urban,11,Male,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,15438.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Rural,40,Female,3,3,4,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,6758.0,Scheduled Caste,RESAMPLED_BASELINE
The Nilgiris,10,Rural,38,Female,2,6,5,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,13558.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,25,Male,1,5,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,12000.0,8241.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,51,Male,2,1,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,16736.0,14403.0,Other Backward Class,RESAMPLED_BASELINE
Viluppuram,06,Rural,32,Female,2,4,7,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9000.0,Scheduled Caste,RESAMPLED_BASELINE
Tenkasi,33,Rural,74,Female,2,2,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,25680.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,7,Male,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8353.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,50,Female,2,2,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,7183.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Urban,37,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,38000.0,30610.0,Other Backward Class,RESAMPLED_BASELINE
Virudhunagar,24,Rural,32,Female,2,2,3,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,8933.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,11,Male,1,5,5,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,16268.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Urban,8,Female,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14300.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Rural,5,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14477.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,54,Female,2,2,5,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,8000.0,8147.0,Scheduled Caste,RESAMPLED_BASELINE
Dindigul,11,Rural,34,Female,2,2,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,16287.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,12,Male,1,5,7,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10013.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,27,Male,1,5,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,15000.0,10908.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,9,Female,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16287.0,Scheduled Caste,RESAMPLED_BASELINE
Salem,07,Urban,53,Male,2,1,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,25575.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,9,Male,1,5,4,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,15990.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,38,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,16100.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Urban,0,Male,1,6,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11569.0,Scheduled Caste,RESAMPLED_BASELINE
Virudhunagar,24,Rural,61,Female,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,5165.0,Other Backward Class,RESAMPLED_BASELINE
Virudhunagar,24,Rural,9,Male,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10332.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Urban,2,Female,1,6,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19537.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,19,Female,1,5,5,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,13108.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,62,Female,3,1,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8703.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,59,Female,3,7,7,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,14286.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,59,Male,2,1,2,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,8737.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,7,Male,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11175.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,5,Female,1,5,4,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,16329.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,42,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,25000.0,33568.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Urban,0,Male,1,6,5,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11833.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,9,Female,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,20683.0,Others,RESAMPLED_BASELINE
Dharmapuri,29,Rural,62,Male,2,1,6,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,16809.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Urban,23,Female,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,16710.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,30,Female,2,2,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,10692.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,34,Female,2,4,8,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,17220.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,12,Female,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,17835.0,Other Backward Class,RESAMPLED_BASELINE
The Nilgiris,10,Urban,11,Male,1,5,5,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,18053.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,22,Female,2,4,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,29517.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,8,Male,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,17847.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Urban,45,Male,2,1,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,15317.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Urban,54,Male,2,1,6,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,29382.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,50,Male,2,1,3,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,7000.0,20823.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,45,Male,2,3,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,9750.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,50,Female,3,1,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,9000.0,12783.0,Scheduled Caste,RESAMPLED_BASELINE
Viluppuram,06,Rural,13,Male,1,5,3,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,15458.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Urban,15,Male,1,5,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,11417.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,60,Female,2,2,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,10202.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruppur,32,Rural,49,Male,2,1,3,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,11873.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,44,Male,2,1,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,8317.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,40,Male,2,4,3,Regular wage/salary earning,Literate,Middle,Employed,Employed,10500.0,6276.0,Scheduled Caste,RESAMPLED_BASELINE
Thanjavur,19,Urban,19,Male,1,5,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,15717.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,4,Male,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15377.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Urban,15,Female,1,5,5,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,15450.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Rural,3,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12248.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,42,Female,2,2,3,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,17625.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Urban,42,Female,2,3,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10200.0,Other Backward Class,RESAMPLED_BASELINE
Perambalur,14,Urban,50,Male,2,4,7,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,12000.0,17657.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Urban,11,Male,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,22477.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Urban,21,Female,1,5,3,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,15302.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,34,Male,2,3,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,20000.0,23054.0,Scheduled Caste,RESAMPLED_BASELINE
Nagapattinam,17,Urban,28,Female,2,4,5,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,16639.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,22,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13967.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,29,Male,2,3,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,39367.0,Scheduled Caste,RESAMPLED_BASELINE
Chennai,02,Urban,7,Female,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,24034.0,Others,RESAMPLED_BASELINE
Namakkal,08,Rural,55,Female,2,2,2,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,3267.0,Scheduled Caste,RESAMPLED_BASELINE
Namakkal,08,Urban,45,Female,2,2,2,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7050.0,Scheduled Caste,RESAMPLED_BASELINE
Madurai,22,Urban,55,Female,3,8,6,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15043.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,36,Male,2,1,3,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,10288.0,Scheduled Caste,RESAMPLED_BASELINE
Coimbatore,31,Urban,11,Male,1,5,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,22013.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,43,Female,2,2,4,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,8000.0,22592.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,46,Male,2,1,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,9050.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,46,Female,2,2,3,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,8517.0,Scheduled Caste,RESAMPLED_BASELINE
Dharmapuri,29,Urban,46,Female,3,1,2,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,6903.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,36,Male,2,3,6,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,22437.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,20,Male,1,5,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,17500.0,15000.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,81,Female,2,2,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12575.0,Others,RESAMPLED_BASELINE
Ariyalur,15,Rural,4,Female,1,5,4,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9037.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,75,Male,2,1,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,3475.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,12,Female,1,5,5,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,13983.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,4,Female,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,35417.0,Scheduled Caste,RESAMPLED_BASELINE
Tenkasi,33,Urban,25,Male,1,5,4,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,18500.0,18125.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Urban,34,Female,2,2,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,19633.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,55,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,19000.0,11133.0,Scheduled Caste,RESAMPLED_BASELINE
Dharmapuri,29,Rural,22,Male,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,16400.0,14797.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,59,Female,3,7,4,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,8992.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Urban,67,Female,2,2,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,18632.0,Scheduled Caste,RESAMPLED_BASELINE
Viluppuram,06,Rural,4,Male,1,6,7,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9800.0,Scheduled Caste,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,65,Female,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,5471.0,Scheduled Caste,RESAMPLED_BASELINE
Thanjavur,19,Rural,68,Male,2,1,2,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,7624.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,12,Female,1,5,4,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,11177.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Rural,31,Male,2,4,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,20000.0,14637.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,49,Female,3,1,1,Regular wage/salary earning,Literate,Primary,Employed,Employed,7600.0,3728.0,Other Backward Class,RESAMPLED_BASELINE
