district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,synthetic_data_label
Unknown,37,Rural,48,Female,2,2,2,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,10817.0,Other Backward Class,RESAMPLED_BASELINE
Tirupathur,36,Urban,79,Male,2,1,6,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,25642.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Urban,24,Female,2,4,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10817.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,4,Male,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15377.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,35,Male,1,5,5,Regular wage/salary earning,Literate,Primary,Employed,Employed,14000.0,10405.0,Scheduled Caste,RESAMPLED_BASELINE
Ranipet,35,Rural,26,Female,2,4,7,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,18158.0,Scheduled Caste,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,14,Male,1,5,5,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,18363.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Rural,51,Female,2,2,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,6095.0,Other Backward Class,RESAMPLED_BASELINE
Virudhunagar,24,Urban,55,Female,2,2,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7683.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,3,Male,1,5,4,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,22145.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,54,Male,2,1,3,Regular wage/salary earning,Literate,Secondary,Employed,Employed,13500.0,7158.0,Scheduled Caste,RESAMPLED_BASELINE
Chennai,02,Urban,60,Male,2,1,4,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,12791.0,15063.0,Others,RESAMPLED_BASELINE
Cuddalore,16,Rural,47,Male,2,1,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,13983.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Urban,1,Female,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,30610.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,9,Female,1,5,3,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,4468.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,31,Male,2,1,3,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,14568.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,22,Male,1,1,2,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,10983.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,54,Female,2,2,5,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,8000.0,8147.0,Scheduled Caste,RESAMPLED_BASELINE
Dindigul,11,Rural,64,Female,2,2,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,2846.0,Scheduled Caste,RESAMPLED_BASELINE
Perambalur,14,Rural,30,Male,1,5,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,35000.0,14418.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,5,Male,1,5,6,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9942.0,Other Backward Class,RESAMPLED_BASELINE
Tiruppur,32,Urban,60,Female,2,2,2,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,10000.0,11404.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,3,Male,1,5,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11013.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,36,Female,2,4,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,18458.0,Others,RESAMPLED_BASELINE
Salem,07,Rural,55,Female,2,7,8,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,18563.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,48,Female,2,2,6,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,15753.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Urban,56,Male,2,1,5,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,14920.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,40,Male,2,3,6,Regular wage/salary earning,Literate,Middle,Employed,Employed,12137.0,14729.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,53,Male,2,1,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,9750.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,10,Male,1,6,8,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,17220.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,28,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,10638.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,26,Female,2,4,8,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,17220.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,35,Male,1,5,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,8580.0,Others,RESAMPLED_BASELINE
Pudukkottai,20,Rural,45,Female,2,2,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10325.0,Scheduled Caste,RESAMPLED_BASELINE
Namakkal,08,Rural,4,Male,1,5,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,18167.0,Scheduled Caste,RESAMPLED_BASELINE
Tirunelveli,27,Urban,42,Female,2,1,4,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,20140.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,45,Female,2,2,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,21800.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,68,Male,2,1,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,7500.0,8943.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,65,Female,2,2,10,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13658.0,Scheduled Caste,RESAMPLED_BASELINE
Krishnagiri,30,Urban,20,Female,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13213.0,Scheduled Caste,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,31,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9692.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,45,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,9668.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,35,Male,2,3,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,17792.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,5,Male,1,6,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10828.0,Scheduled Caste,RESAMPLED_BASELINE
Mayiladuthurai,38,Rural,58,Male,2,1,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,13910.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,11,Female,1,5,2,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,5161.0,Scheduled Caste,RESAMPLED_BASELINE
Kancheepuram,03,Rural,4,Female,1,6,8,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,35417.0,Scheduled Caste,RESAMPLED_BASELINE
Salem,07,Urban,34,Female,2,2,5,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,20792.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Urban,51,Male,2,3,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,19250.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,57,Female,1,5,3,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,9382.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,13,Male,1,6,5,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,18697.0,Others,RESAMPLED_BASELINE
Coimbatore,31,Urban,28,Male,1,1,1,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,79800.0,19857.0,Other Backward Class,RESAMPLED_BASELINE
Theni,23,Urban,6,Female,1,6,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5716.0,Scheduled Caste,RESAMPLED_BASELINE
Krishnagiri,30,Rural,27,Male,2,3,6,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,13500.0,13530.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Rural,57,Male,2,1,5,Regular wage/salary earning,Literate,Primary,Employed,Employed,5000.0,14775.0,Other Backward Class,RESAMPLED_BASELINE
Viluppuram,06,Rural,35,Male,2,3,5,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,12897.0,Scheduled Caste,RESAMPLED_BASELINE
Dindigul,11,Urban,27,Female,2,2,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,8913.0,Other Backward Class,RESAMPLED_BASELINE
The Nilgiris,10,Urban,35,Male,2,1,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,20103.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,73,Male,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,2975.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,43,Female,2,2,3,Self-employed in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,13548.0,Other Backward Class,RESAMPLED_BASELINE
Nagapattinam,17,Urban,19,Female,1,5,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10763.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,49,Female,2,2,3,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,15012.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,82,Female,3,7,2,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,2240.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvarur,18,Rural,85,Female,3,7,3,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10405.0,Scheduled Caste,RESAMPLED_BASELINE
Chennai,02,Urban,13,Female,1,5,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,31275.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,99,Male,2,1,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,30370.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,52,Male,2,1,3,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,9295.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Rural,16,Male,1,5,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,12024.0,Scheduled Caste,RESAMPLED_BASELINE
Ranipet,35,Urban,11,Female,1,8,6,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,20215.0,Scheduled Caste,RESAMPLED_BASELINE
Pudukkottai,20,Rural,20,Male,1,5,5,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,7513.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,15,Male,1,5,5,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,12700.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,37,Male,2,3,6,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,13000.0,13248.0,Other Backward Class,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,36,Male,2,3,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,20897.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Rural,5,Female,1,5,5,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10473.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Rural,9,Male,1,6,4,Casual labour in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,9108.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Urban,16,Male,1,5,4,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,11550.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,33,Male,2,3,6,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,13910.0,Other Backward Class,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,38,Female,2,2,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,15000.0,13438.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Urban,4,Male,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,39569.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,32,Female,2,2,5,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,38640.0,46860.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Rural,6,Male,1,6,5,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,17842.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,38,Male,2,3,6,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,15398.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,16,Female,1,5,2,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10353.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,41,Male,2,1,3,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,28017.0,Other Backward Class,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,70,Female,3,1,5,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,6857.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,30,Male,1,5,3,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,4644.0,Other Backward Class,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,52,Male,2,1,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,17500.0,22202.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,6,Female,1,6,5,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,23054.0,Scheduled Caste,RESAMPLED_BASELINE
Krishnagiri,30,Rural,55,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11086.0,Scheduled Caste,RESAMPLED_BASELINE
Thanjavur,19,Urban,30,Female,2,4,7,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,28387.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,5,Male,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9562.0,Scheduled Caste,RESAMPLED_BASELINE
Tenkasi,33,Rural,70,Male,2,1,2,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,8740.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,60,Male,2,1,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,22843.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,39,Male,2,1,5,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,18000.0,17183.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,11,Female,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,18967.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,32,Female,2,2,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,15142.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Urban,44,Male,2,1,4,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,22477.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,18,Female,1,5,6,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10342.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Urban,14,Male,1,5,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,23567.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,36,Female,2,4,5,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12973.0,Scheduled Caste,RESAMPLED_BASELINE
Theni,23,Rural,65,Male,2,1,2,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5162.0,Other Backward Class,RESAMPLED_BASELINE
