district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,synthetic_data_label
Tiruchirappalli,13,Urban,64,Male,2,1,7,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,22917.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,63,Male,3,1,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,7275.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Rural,40,Female,2,4,6,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,15347.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,34,Male,2,1,2,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,60000.0,13250.0,Others,RESAMPLED_BASELINE
Theni,23,Urban,42,Female,3,1,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,10617.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Urban,40,Female,2,2,6,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12596.0,Other Backward Class,RESAMPLED_BASELINE
Tirupathur,36,Rural,40,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,7578.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Urban,72,Female,3,1,1,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,3275.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,54,Male,2,1,1,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,8250.0,Others,RESAMPLED_BASELINE
Krishnagiri,30,Rural,54,Male,2,1,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11784.0,Scheduled Caste,RESAMPLED_BASELINE
Tenkasi,33,Rural,79,Male,2,1,2,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,25680.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,35,Male,1,5,6,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,16161.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Urban,69,Male,2,1,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,8388.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,10,Female,1,5,7,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10013.0,Other Backward Class,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,75,Male,2,1,6,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,13585.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,72,Male,2,1,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,2846.0,Scheduled Caste,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,12,Male,1,6,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,41293.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,54,Male,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,6683.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Urban,11,Male,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10349.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Rural,18,Female,1,5,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,18887.0,Scheduled Caste,RESAMPLED_BASELINE
Coimbatore,31,Rural,37,Female,2,1,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,14559.0,Scheduled Caste,RESAMPLED_BASELINE
Sivaganga,21,Rural,1,Male,1,6,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11750.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,9,Female,1,5,3,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,4468.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,30,Female,2,4,8,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,29312.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,45,Female,3,1,2,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,6150.0,8470.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,10,Male,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,40509.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Urban,43,Female,2,2,3,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10462.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Urban,8,Male,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8808.0,Other Backward Class,RESAMPLED_BASELINE
Virudhunagar,24,Urban,64,Male,2,1,5,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,17297.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,17,Female,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,10437.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,50,Male,2,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,11575.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,42,Male,2,1,6,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,18000.0,13763.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,27,Female,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,10000.0,18527.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Urban,11,Male,1,5,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,16350.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Rural,36,Female,2,1,3,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,7487.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Urban,60,Male,2,1,2,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,4288.0,Scheduled Caste,RESAMPLED_BASELINE
Thoothukudi,26,Urban,42,Female,2,2,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,16592.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Rural,43,Male,2,1,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,6592.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Urban,15,Male,1,5,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,15674.0,Other Backward Class,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,48,Male,2,1,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,15948.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,24,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,31300.0,30815.0,Others,RESAMPLED_BASELINE
Krishnagiri,30,Rural,6,Female,1,5,7,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14286.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,24,Female,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,10667.0,Other Backward Class,RESAMPLED_BASELINE
Ariyalur,15,Rural,59,Female,2,2,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,6997.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,16,Male,1,5,3,Casual labour in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11142.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,48,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,29500.0,19673.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,47,Female,2,2,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,5828.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Rural,31,Female,2,2,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,8579.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,47,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,18527.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,6,Male,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,9124.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,33,Female,2,2,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7620.0,Scheduled Caste,RESAMPLED_BASELINE
Dharmapuri,29,Rural,23,Male,1,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,16400.0,7489.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvarur,18,Rural,60,Female,3,3,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,8347.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,22,Male,1,5,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,10000.0,9446.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,2,Female,1,6,12,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,58995.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruvannamalai,05,Rural,60,Male,2,1,3,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,4644.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,27,Male,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,25000.0,10667.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Urban,27,Female,2,2,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15458.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Urban,50,Male,2,1,5,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,15450.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,43,Male,2,1,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,12417.0,Others,RESAMPLED_BASELINE
Viluppuram,06,Rural,18,Male,1,5,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,9750.0,Scheduled Caste,RESAMPLED_BASELINE
Kancheepuram,03,Rural,38,Male,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,16470.0,Scheduled Caste,RESAMPLED_BASELINE
Dharmapuri,29,Rural,70,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7194.0,Other Backward Class,RESAMPLED_BASELINE
Vellore,04,Rural,38,Male,2,1,6,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,10861.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,14,Male,1,5,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,9200.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,42,Female,2,2,3,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,9345.0,Other Backward Class,RESAMPLED_BASELINE
Perambalur,14,Urban,33,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,6000.0,11469.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Urban,38,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,18697.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Rural,11,Female,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,13807.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Rural,46,Female,2,2,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,9773.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Urban,8,Male,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,34498.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Urban,44,Female,2,3,4,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13147.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Urban,55,Female,2,2,2,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10532.0,Other Backward Class,RESAMPLED_BASELINE
Kancheepuram,03,Urban,26,Male,2,1,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,8943.0,Scheduled Caste,RESAMPLED_BASELINE
Thoothukudi,26,Urban,22,Female,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,21087.0,Other Backward Class,RESAMPLED_BASELINE
Tiruvannamalai,05,Urban,67,Female,2,2,6,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,16129.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,6,Male,1,5,6,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10859.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,45,Female,2,1,2,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,13098.0,Others,RESAMPLED_BASELINE
Salem,07,Rural,24,Male,2,3,6,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,15000.0,17333.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,37,Female,2,2,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,10000.0,14553.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,2,Male,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10808.0,Scheduled Caste,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,43,Male,1,1,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,80000.0,17660.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,1,Female,1,6,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Urban,57,Male,2,1,2,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,10593.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Urban,35,Male,2,3,7,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,16000.0,22817.0,Other Backward Class,RESAMPLED_BASELINE
Perambalur,14,Rural,13,Female,1,5,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9251.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvallur,01,Rural,25,Male,2,3,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,15000.0,12783.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Rural,51,Male,2,1,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7550.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Urban,24,Male,1,5,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,4000.0,10327.0,Other Backward Class,RESAMPLED_BASELINE
Pudukkottai,20,Rural,6,Male,1,5,3,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12577.0,Other Backward Class,RESAMPLED_BASELINE
Thiruvarur,18,Rural,86,Male,2,1,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,7710.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,10,Female,1,5,3,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,12517.0,Scheduled Caste,RESAMPLED_BASELINE
Kallakurichi,34,Urban,40,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,11550.0,Other Backward Class,RESAMPLED_BASELINE
Namakkal,08,Rural,50,Male,2,1,4,Regular wage/salary earning,Literate,Primary,Employed,Employed,14000.0,10667.0,Other Backward Class,RESAMPLED_BASELINE
Kanniyakumari,28,Urban,38,Female,2,2,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,15000.0,13438.0,Other Backward Class,RESAMPLED_BASELINE
Tirupathur,36,Rural,30,Male,1,5,5,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,9878.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Urban,36,Male,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,10426.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Urban,8,Female,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,23087.0,Scheduled Caste,RESAMPLED_BASELINE
Cuddalore,16,Urban,21,Female,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,15400.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,46,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,14467.0,Other Backward Class,RESAMPLED_BASELINE
Virudhunagar,24,Rural,72,Male,2,1,2,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,5503.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,0,Male,1,5,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,20433.0,Other Backward Class,RESAMPLED_BASELINE
Erode,09,Rural,62,Female,2,7,5,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17117.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Urban,42,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,23784.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,2,Male,1,5,4,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15142.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Urban,10,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,16453.0,Other Backward Class,RESAMPLED_BASELINE
Kallakurichi,34,Rural,58,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7933.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,48,Male,2,1,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,15000.0,14087.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,70,Female,3,1,2,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6288.0,Other Backward Class,RESAMPLED_BASELINE
Ramanathapuram,25,Urban,30,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13493.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,13,Male,1,6,2,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,15330.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,43,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,17825.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Urban,52,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,10557.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Rural,19,Female,1,5,3,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,8329.0,Other Backward Class,RESAMPLED_BASELINE
Thoothukudi,26,Urban,42,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,25000.0,18697.0,Other Backward Class,RESAMPLED_BASELINE
Coimbatore,31,Urban,26,Male,1,5,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,30600.0,11372.0,Other Backward Class,RESAMPLED_BASELINE
Ranipet,35,Urban,34,Male,2,3,14,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,18000.0,50046.0,Other Backward Class,RESAMPLED_BASELINE
Unknown,37,Urban,12,Male,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,16688.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,26,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,43288.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Urban,29,Female,2,2,2,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8471.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvallur,01,Urban,60,Female,2,2,2,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,10430.0,Other Backward Class,RESAMPLED_BASELINE
Dindigul,11,Rural,63,Female,3,1,1,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,5288.0,Scheduled Caste,RESAMPLED_BASELINE
Namakkal,08,Rural,12,Male,1,5,6,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,10158.0,Other Backward Class,RESAMPLED_BASELINE
Cuddalore,16,Rural,42,Female,2,1,3,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,9242.0,Other Backward Class,RESAMPLED_BASELINE
Tenkasi,33,Rural,57,Female,2,2,8,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,29312.0,Other Backward Class,RESAMPLED_BASELINE
Karur,12,Rural,4,Female,1,6,6,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19321.0,Other Backward Class,RESAMPLED_BASELINE
Krishnagiri,30,Rural,33,Female,2,2,5,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,5559.0,Other Backward Class,RESAMPLED_BASELINE
Thanjavur,19,Urban,49,Female,2,2,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,20725.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Rural,46,Female,1,8,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,60000.0,17660.0,Other Backward Class,RESAMPLED_BASELINE
Tiruchirappalli,13,Urban,51,Male,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,14741.0,Scheduled Caste,RESAMPLED_BASELINE
Chennai,02,Urban,1,Male,1,5,3,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12500.0,Other Backward Class,RESAMPLED_BASELINE
Viluppuram,06,Rural,65,Female,2,2,3,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,10308.0,Other Backward Class,RESAMPLED_BASELINE
Dharmapuri,29,Rural,0,Female,1,6,7,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,16501.0,Other Backward Class,RESAMPLED_BASELINE
Chennai,02,Urban,69,Male,2,1,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,19053.0,Other Backward Class,RESAMPLED_BASELINE
Salem,07,Urban,17,Female,1,5,6,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11133.0,Other Backward Class,RESAMPLED_BASELINE
Madurai,22,Urban,16,Female,1,5,4,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,17088.0,Other Backward Class,RESAMPLED_BASELINE
Sivaganga,21,Rural,65,Male,4,7,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10300.0,Scheduled Caste,RESAMPLED_BASELINE
Thiruvarur,18,Rural,40,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,13192.0,Other Backward Class,RESAMPLED_BASELINE
Tirunelveli,27,Rural,30,Female,2,1,4,Others,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10788.0,Other Backward Class,RESAMPLED_BASELINE
