district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,synthetic_data_label
Virudhunagar,21,Urban,20,Male,2,5,7,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,5500.0,25167.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,21,Rural,22,Female,1,4,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,14467.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,23,Urban,25,Male,2,1,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,8000.0,17083.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Mayiladuthurai,05,Urban,49,Female,3,5,5,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,12000.0,25775.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,20,Urban,27,Male,2,6,7,Self-employed in agriculture,Literate,Primary,Employed,Employed,50000.0,10842.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ramanathapuram,06,Urban,35,Male,2,5,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,31147.0,Others,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,38,Urban,9,Male,2,5,5,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,5083.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thiruvarur,31,Rural,35,Female,2,5,3,Self-employed in agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,10983.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,11,Urban,40,Male,2,5,6,Regular wage/salary earning,Illiterate,Primary,Employed,Employed,0.0,6298.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Erode,01,Rural,52,Female,2,2,3,Casual labour in agriculture,Illiterate,Middle,Employed,Employed,0.0,13142.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thiruvarur,26,Rural,23,Female,2,1,4,Regular wage/salary earning,Illiterate,Below Primary,Employed,Employed,0.0,8966.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thoothukudi,07,Urban,45,Female,2,2,5,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,8814.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thanjavur,14,Rural,3,Female,1,5,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,11451.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kanniyakumari,05,Rural,25,Male,1,3,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,16120.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,15,Rural,1,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,11058.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Krishnagiri,22,Rural,36,Female,1,1,3,Casual labour in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10977.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,20,Rural,49,Female,1,5,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,10519.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kancheepuram,24,Urban,60,Male,2,1,4,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,14267.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dharmapuri,18,Urban,52,Male,2,1,6,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,15900.0,10897.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,07,Rural,14,Male,1,2,2,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,21043.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thiruvarur,30,Rural,63,Female,2,1,1,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,8750.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thoothukudi,03,Urban,52,Male,2,5,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,9000.0,14067.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tiruchirappalli,24,Urban,50,Male,3,3,5,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,57000.0,10767.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Erode,05,Urban,26,Male,2,4,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15467.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Viluppuram,10,Urban,29,Male,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,19463.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,26,Rural,17,Female,1,2,5,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,14457.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,02,Urban,55,Female,2,5,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,12000.0,6948.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thanjavur,23,Rural,22,Female,1,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,14896.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,26,Urban,13,Female,2,5,5,Casual labour in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,7665.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Coimbatore,26,Urban,3,Female,1,8,3,Self-employed in non-agriculture,Literate,Below Primary,Unemployed,Unemployed,18500.0,11500.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kallakurichi,15,Rural,21,Female,2,5,2,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,11796.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Mayiladuthurai,28,Rural,26,Female,1,5,8,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,26090.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thiruvarur,26,Urban,58,Male,3,1,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,56200.0,16708.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,32,Rural,21,Female,2,2,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,6617.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,05,Rural,56,Male,2,1,4,Others,Literate,Middle,Employed,Employed,0.0,13417.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Krishnagiri,24,Urban,50,Male,3,1,4,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,8300.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Vellore,02,Rural,1,Female,1,5,4,Regular wage/salary earning,Illiterate,Middle,Employed,Employed,0.0,7437.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,11,Urban,56,Male,3,1,7,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,16368.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,38,Rural,40,Female,2,2,4,Others,Literate,Below Primary,Employed,Employed,0.0,11903.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thiruvallur,08,Rural,32,Male,2,1,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,9108.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,23,Rural,52,Female,1,5,2,Regular wage/salary earning,Illiterate,Middle,Not in labour force,Not in labour force,0.0,8317.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Madurai,35,Urban,42,Male,2,2,5,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,52000.0,25700.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Coimbatore,01,Rural,14,Female,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13859.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Salem,29,Rural,39,Male,2,5,8,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,17500.0,15180.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Madurai,38,Rural,44,Female,2,4,4,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,10920.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kanniyakumari,06,Rural,48,Female,1,1,3,Casual labour in agriculture,Literate,Below Primary,Employed,Employed,0.0,11013.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Kancheepuram,21,Urban,57,Male,2,7,4,Others,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,8882.0,Scheduled Tribe,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tenkasi,03,Rural,61,Male,3,3,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,24777.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Pudukkottai,18,Urban,16,Female,1,6,6,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,21693.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Cuddalore,02,Rural,74,Female,2,1,2,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,12167.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Pudukkottai,18,Urban,33,Male,2,6,4,Regular wage/salary earning,Illiterate,Secondary,Not in labour force,Not in labour force,0.0,6692.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Karur,01,Rural,33,Male,1,2,5,Casual labour in non-agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,12610.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Viluppuram,22,Urban,25,Male,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11533.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Madurai,19,Rural,35,Male,2,3,6,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,17230.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Namakkal,07,Urban,6,Male,1,8,6,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,32500.0,34522.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thoothukudi,01,Rural,10,Male,1,3,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,15996.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Cuddalore,06,Urban,33,Male,2,1,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,15000.0,34425.0,Others,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thanjavur,05,Rural,31,Female,2,1,3,Others,Literate,Higher Secondary,Employed,Employed,0.0,9110.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Pudukkottai,12,Rural,34,Male,1,5,4,Others,Literate,Diploma/Certificate,Employed,Employed,0.0,15167.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tenkasi,31,Rural,65,Female,1,1,2,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,10133.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Pudukkottai,21,Rural,55,Female,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,8604.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thanjavur,21,Rural,12,Female,1,2,4,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,9536.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,03,Rural,40,Female,2,4,2,Self-employed in agriculture,Illiterate,Middle,Not in labour force,Not in labour force,0.0,12009.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dindigul,20,Urban,55,Male,2,6,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,14653.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thiruvarur,33,Urban,13,Male,1,6,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,12215.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tiruppur,33,Rural,18,Female,1,5,5,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,10263.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dharmapuri,37,Rural,55,Male,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,14253.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Cuddalore,06,Urban,50,Male,2,1,2,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,12220.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tiruchirappalli,02,Rural,14,Female,2,5,5,Casual labour in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,18158.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Vellore,21,Rural,34,Female,2,6,4,Self-employed in non-agriculture,Illiterate,Higher Secondary,Not in labour force,Not in labour force,0.0,10292.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Ariyalur,36,Urban,18,Female,2,5,6,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,15954.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Tirupathur,33,Rural,38,Female,2,5,6,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,16233.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Thanjavur,27,Urban,31,Female,2,5,6,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,15000.0,12970.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Dharmapuri,05,Urban,28,Male,2,5,6,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,30000.0,37150.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Sivaganga,29,Rural,36,Male,1,2,3,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,34425.0,Other Backward Class,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Virudhunagar,09,Urban,3,Male,1,5,10,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15458.0,Scheduled Caste,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Chennai,21,Urban,66,Female,3,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,17835.0,Others,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
Erode,09,Urban,31,Male,2,2,5,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,17242.0,Others,SYNTHETIC_GAUSSIAN_COPULA_CANDIDATE
