synthetic_person_id,district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group
TN-SYN-P-000000097,Perambalur,24,Rural,14,Female,1,6,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8333.0,Other Backward Class
TN-SYN-P-000000098,Dharmapuri,07,Rural,69,Female,2,1,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,18973.0,Other Backward Class
TN-SYN-P-000000099,Cuddalore,38,Rural,30,Male,1,7,5,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,10638.0,Scheduled Caste
TN-SYN-P-000000100,Chennai,08,Urban,63,Male,2,2,5,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,10500.0,28548.0,Other Backward Class
TN-SYN-P-000000101,Virudhunagar,31,Urban,24,Male,2,5,10,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,34522.0,Other Backward Class
TN-SYN-P-000000102,Salem,21,Urban,24,Female,2,5,2,Self-employed in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,4630.0,Other Backward Class
TN-SYN-P-000000103,Karur,34,Urban,75,Male,3,2,2,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,9283.0,Other Backward Class
TN-SYN-P-000000104,Pudukkottai,09,Rural,48,Male,2,3,1,Self-employed in agriculture,Illiterate,Middle,Employed,Employed,0.0,6783.0,Other Backward Class
TN-SYN-P-000000105,Dharmapuri,25,Rural,50,Female,1,1,4,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,12467.0,Other Backward Class
TN-SYN-P-000000106,Mayiladuthurai,35,Rural,56,Male,1,2,6,Casual labour in non-agriculture,Illiterate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,22495.0,Other Backward Class
TN-SYN-P-000000107,Dindigul,23,Urban,16,Male,2,6,5,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,40000.0,19013.0,Other Backward Class
TN-SYN-P-000000108,Tirunelveli,28,Rural,62,Female,2,1,4,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,13113.0,Other Backward Class
TN-SYN-P-000000109,Theni,38,Urban,55,Male,2,1,3,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,40000.0,12483.0,Scheduled Caste
TN-SYN-P-000000110,Kancheepuram,16,Rural,34,Female,1,1,1,Casual labour in agriculture,Illiterate,Diploma/Certificate,Employed,Employed,0.0,2590.0,Other Backward Class
TN-SYN-P-000000111,Salem,02,Urban,16,Male,1,6,6,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,20943.0,Other Backward Class
TN-SYN-P-000000112,Pudukkottai,23,Urban,24,Male,1,5,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,18000.0,15747.0,Scheduled Caste
TN-SYN-P-000000113,Dindigul,01,Urban,48,Female,2,3,2,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,9858.0,Other Backward Class
TN-SYN-P-000000114,Tiruchirappalli,03,Urban,28,Male,2,4,2,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,10349.0,Scheduled Caste
TN-SYN-P-000000115,Salem,38,Rural,25,Female,1,5,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,13850.0,Scheduled Caste
TN-SYN-P-000000116,Ramanathapuram,20,Rural,52,Male,2,2,5,Regular wage/salary earning,Literate,Not literate,Employed,Employed,0.0,20833.0,Other Backward Class
TN-SYN-P-000000117,Virudhunagar,26,Urban,62,Female,2,5,7,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,14550.0,18350.0,Other Backward Class
TN-SYN-P-000000118,Cuddalore,23,Rural,59,Female,2,2,6,Self-employed in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,9943.0,Other Backward Class
TN-SYN-P-000000119,Ariyalur,03,Urban,40,Male,3,5,4,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,15000.0,17073.0,Other Backward Class
TN-SYN-P-000000120,Virudhunagar,13,Rural,67,Male,2,2,5,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,9067.0,Other Backward Class
TN-SYN-P-000000121,Kanniyakumari,23,Urban,43,Female,2,1,5,Casual labour in non-agriculture,Literate,Higher Secondary,Unemployed,Unemployed,0.0,20208.0,Other Backward Class
TN-SYN-P-000000122,Dharmapuri,22,Urban,23,Female,2,5,4,Casual labour in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,20000.0,10500.0,Other Backward Class
TN-SYN-P-000000123,Nagapattinam,26,Urban,19,Female,1,5,2,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,7600.0,Other Backward Class
TN-SYN-P-000000124,Tiruvannamalai,19,Rural,20,Female,1,5,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,16268.0,Other Backward Class
TN-SYN-P-000000125,Salem,30,Urban,38,Male,2,5,5,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,20758.0,Other Backward Class
TN-SYN-P-000000126,Kancheepuram,24,Urban,62,Male,3,1,4,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,13500.0,17200.0,Other Backward Class
TN-SYN-P-000000127,Tiruchirappalli,11,Urban,28,Male,1,5,3,Self-employed in agriculture,Literate,Not literate,Employed,Employed,16400.0,31313.0,Scheduled Tribe
TN-SYN-P-000000128,Namakkal,09,Urban,28,Female,2,5,10,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,34522.0,Other Backward Class
TN-SYN-P-000000129,Coimbatore,26,Rural,22,Female,1,1,4,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,6993.0,Other Backward Class
TN-SYN-P-000000130,Ranipet,05,Rural,34,Female,1,5,6,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,24037.0,Scheduled Caste
TN-SYN-P-000000131,Salem,31,Rural,14,Female,2,1,3,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,11942.0,Other Backward Class
TN-SYN-P-000000132,Chennai,28,Urban,59,Male,2,1,6,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,25717.0,Other Backward Class
TN-SYN-P-000000133,Erode,02,Rural,44,Female,1,5,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10917.0,Other Backward Class
TN-SYN-P-000000134,Chennai,05,Urban,20,Female,3,8,7,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,22073.0,Scheduled Caste
TN-SYN-P-000000135,Namakkal,16,Rural,55,Male,1,4,4,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,27656.0,Other Backward Class
TN-SYN-P-000000136,Dharmapuri,15,Urban,5,Male,2,6,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,20950.0,Other Backward Class
TN-SYN-P-000000137,Chennai,11,Urban,86,Female,3,2,2,Casual labour in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,4360.0,Other Backward Class
TN-SYN-P-000000138,Coimbatore,29,Rural,58,Female,2,1,1,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,0.0,4873.0,Other Backward Class
TN-SYN-P-000000139,Cuddalore,34,Rural,13,Female,2,1,3,Others,Literate,Not literate,Employed,Employed,0.0,12980.0,Other Backward Class
TN-SYN-P-000000140,Thiruvarur,05,Urban,49,Male,2,1,6,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,24037.0,Other Backward Class
TN-SYN-P-000000141,Dharmapuri,20,Urban,29,Male,2,5,7,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,24810.0,Scheduled Caste
TN-SYN-P-000000142,Tiruvannamalai,28,Rural,19,Female,1,5,2,Regular wage/salary earning,Literate,Not literate,Not in labour force,Not in labour force,0.0,7683.0,Other Backward Class
TN-SYN-P-000000143,Thanjavur,10,Rural,27,Female,1,5,2,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,9124.0,Scheduled Caste
TN-SYN-P-000000144,Thiruvallur,07,Rural,10,Male,1,1,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12452.0,Other Backward Class
TN-SYN-P-000000145,Thiruvarur,26,Rural,59,Female,1,5,3,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,10267.0,Other Backward Class
TN-SYN-P-000000146,Dindigul,20,Urban,13,Male,2,2,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,11917.0,Scheduled Caste
TN-SYN-P-000000147,Salem,23,Urban,7,Male,2,1,4,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,8663.0,Scheduled Caste
TN-SYN-P-000000148,Kancheepuram,22,Urban,43,Male,3,6,8,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,42580.0,19895.0,Scheduled Caste
TN-SYN-P-000000149,Mayiladuthurai,20,Urban,27,Female,2,1,3,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,7725.0,Other Backward Class
TN-SYN-P-000000150,Madurai,02,Urban,3,Male,1,5,5,Self-employed in agriculture,Illiterate,Primary,Not in labour force,Unemployed,0.0,19200.0,Other Backward Class
TN-SYN-P-000000151,The Nilgiris,24,Rural,13,Female,2,5,5,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,21875.0,Other Backward Class
TN-SYN-P-000000152,Kallakurichi,01,Urban,23,Male,2,5,9,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,45000.0,51787.0,Other Backward Class
TN-SYN-P-000000153,Thoothukudi,20,Urban,28,Male,2,5,6,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,12498.0,Other Backward Class
TN-SYN-P-000000154,Coimbatore,03,Rural,16,Female,1,5,4,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,7483.0,Other Backward Class
TN-SYN-P-000000155,Vellore,35,Urban,35,Male,1,2,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,9883.0,Other Backward Class
TN-SYN-P-000000156,Tiruvannamalai,22,Urban,46,Male,2,5,6,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,14000.0,22150.0,Scheduled Tribe
TN-SYN-P-000000157,Tirupathur,22,Urban,38,Female,2,2,5,Self-employed in agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,15880.0,Other Backward Class
TN-SYN-P-000000158,Chennai,05,Urban,14,Female,1,6,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9502.0,Scheduled Caste
