synthetic_person_id,district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,base_weight,raw_calibration_weight,calibration_weight,normalized_weight,population_weight,synthetic_household_id,policy_id,policy_version,run_id,person_id,household_id,is_eligible,is_excluded,eligibility_status,eligibility_reason_codes,passed_rule_ids,failed_rule_ids,is_selected_beneficiary,selection_status,benefit_amount,annualized_benefit_amount,estimated_policy_cost
TN-SYN-P-000001103,Coimbatore,31,Urban,21,Female,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,25517.0,Other Backward Class,1.0,1.0223852304,1.02189038143,1.02189038143,1.02189038143,TN-HH-00001103,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001103,TN-HH-00001103,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24525.37
TN-SYN-P-000001161,Chennai,02,Urban,26,Male,1,5,5,Self-employed in agriculture,Literate,Higher Secondary,Unemployed,Unemployed,0.0,21337.0,Others,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00001161,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001161,TN-HH-00001161,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000001262,Chennai,02,Urban,26,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,43288.0,Other Backward Class,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00001262,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001262,TN-HH-00001262,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000001522,Viluppuram,06,Urban,24,Male,1,5,5,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,9442.0,Others,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00001522,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001522,TN-HH-00001522,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000001647,Kancheepuram,03,Urban,24,Female,1,5,6,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,38013.0,Other Backward Class,1.0,1.0223852304,1.02189038143,1.02189038143,1.02189038143,TN-HH-00001647,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001647,TN-HH-00001647,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24525.37
TN-SYN-P-000001760,Cuddalore,16,Rural,18,Male,1,5,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,12467.0,Other Backward Class,1.0,1.05388257177,1.0533687701,1.0533687701,1.0533687701,TN-HH-00001760,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001760,TN-HH-00001760,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25280.85
TN-SYN-P-000001790,Vellore,04,Rural,21,Female,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,11888.0,Scheduled Caste,1.0,0.88208608392,0.881675656319,0.881675656319,0.881675656319,TN-HH-00001790,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001790,TN-HH-00001790,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,21160.22
TN-SYN-P-000001890,Kallakurichi,34,Rural,22,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,9358.0,Scheduled Caste,1.0,0.88013039559,0.879721144774,0.879721144774,0.879721144774,TN-HH-00001890,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001890,TN-HH-00001890,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,21113.31
TN-SYN-P-000001907,Kanniyakumari,28,Urban,23,Female,1,6,5,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,6857.0,Other Backward Class,1.0,1.0223852304,1.02189038143,1.02189038143,1.02189038143,TN-HH-00001907,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001907,TN-HH-00001907,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24525.37
TN-SYN-P-000001909,Dharmapuri,29,Rural,22,Female,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,14844.0,Other Backward Class,1.0,1.05622434506,1.05570913428,1.05570913428,1.05570913428,TN-HH-00001909,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001909,TN-HH-00001909,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25337.02
TN-SYN-P-000001971,Vellore,04,Rural,23,Female,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,10940.0,Other Backward Class,1.0,1.05622434506,1.05570913428,1.05570913428,1.05570913428,TN-HH-00001971,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000001971,TN-HH-00001971,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25337.02
TN-SYN-P-000002007,Virudhunagar,24,Urban,25,Female,1,5,4,Others,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,16750.0,Other Backward Class,1.0,1.0223852304,1.02189038143,1.02189038143,1.02189038143,TN-HH-00002007,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002007,TN-HH-00002007,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24525.37
TN-SYN-P-000002074,Chennai,02,Urban,26,Male,1,5,5,Self-employed in agriculture,Literate,Higher Secondary,Unemployed,Unemployed,0.0,21337.0,Others,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00002074,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002074,TN-HH-00002074,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000002175,Madurai,22,Rural,22,Male,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,16368.0,Other Backward Class,1.0,1.05388257177,1.0533687701,1.0533687701,1.0533687701,TN-HH-00002175,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002175,TN-HH-00002175,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25280.85
TN-SYN-P-000002203,Chennai,02,Urban,22,Male,1,5,2,Self-employed in agriculture,Literate,Secondary,Unemployed,Unemployed,0.0,10495.0,Other Backward Class,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00002203,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002203,TN-HH-00002203,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000002261,Kallakurichi,34,Rural,22,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,9358.0,Scheduled Caste,1.0,0.88013039559,0.879721144774,0.879721144774,0.879721144774,TN-HH-00002261,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002261,TN-HH-00002261,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,21113.31
TN-SYN-P-000002317,Coimbatore,31,Urban,18,Male,1,6,2,Self-employed in non-agriculture,Literate,Middle,Unemployed,Unemployed,0.0,7550.0,Other Backward Class,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00002317,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002317,TN-HH-00002317,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000002322,Pudukkottai,20,Rural,19,Male,1,5,4,Regular wage/salary earning,Literate,Secondary,Unemployed,Unemployed,0.0,12533.0,Other Backward Class,1.0,1.05388257177,1.0533687701,1.0533687701,1.0533687701,TN-HH-00002322,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002322,TN-HH-00002322,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25280.85
TN-SYN-P-000002348,Dharmapuri,29,Rural,22,Female,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,14844.0,Other Backward Class,1.0,1.05622434506,1.05570913428,1.05570913428,1.05570913428,TN-HH-00002348,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002348,TN-HH-00002348,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25337.02
TN-SYN-P-000002356,Namakkal,08,Rural,22,Female,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,18250.0,Other Backward Class,1.0,1.05622434506,1.05570913428,1.05570913428,1.05570913428,TN-HH-00002356,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002356,TN-HH-00002356,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25337.02
TN-SYN-P-000002372,Coimbatore,31,Urban,21,Female,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,25517.0,Other Backward Class,1.0,1.0223852304,1.02189038143,1.02189038143,1.02189038143,TN-HH-00002372,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002372,TN-HH-00002372,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24525.37
TN-SYN-P-000002418,Dharmapuri,29,Rural,22,Female,1,5,5,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,14844.0,Other Backward Class,1.0,1.05622434506,1.05570913428,1.05570913428,1.05570913428,TN-HH-00002418,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002418,TN-HH-00002418,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25337.02
TN-SYN-P-000002467,Thoothukudi,26,Rural,24,Male,1,5,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,13210.0,Other Backward Class,1.0,1.05388257177,1.0533687701,1.0533687701,1.0533687701,TN-HH-00002467,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002467,TN-HH-00002467,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25280.85
TN-SYN-P-000002477,Thanjavur,19,Rural,26,Male,1,5,3,Casual labour in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,8770.0,Other Backward Class,1.0,1.05388257177,1.0533687701,1.0533687701,1.0533687701,TN-HH-00002477,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002477,TN-HH-00002477,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25280.85
TN-SYN-P-000002665,Virudhunagar,24,Urban,25,Female,1,5,4,Others,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,16750.0,Other Backward Class,1.0,1.0223852304,1.02189038143,1.02189038143,1.02189038143,TN-HH-00002665,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002665,TN-HH-00002665,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24525.37
TN-SYN-P-000002702,Kanniyakumari,28,Urban,23,Female,1,6,5,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,6857.0,Other Backward Class,1.0,1.0223852304,1.02189038143,1.02189038143,1.02189038143,TN-HH-00002702,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002702,TN-HH-00002702,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24525.37
TN-SYN-P-000002718,Coimbatore,31,Urban,18,Male,1,6,2,Self-employed in non-agriculture,Literate,Middle,Unemployed,Unemployed,0.0,7550.0,Other Backward Class,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00002718,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002718,TN-HH-00002718,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000002779,Tiruchirappalli,13,Urban,21,Male,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,7237.0,Other Backward Class,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00002779,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002779,TN-HH-00002779,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000002860,Namakkal,08,Rural,24,Female,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,10667.0,Other Backward Class,1.0,1.05622434506,1.05570913428,1.05570913428,1.05570913428,TN-HH-00002860,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002860,TN-HH-00002860,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25337.02
TN-SYN-P-000002882,Kancheepuram,03,Urban,24,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,13303.0,Other Backward Class,1.0,1.0201184824,1.01962499739,1.01962499739,1.01962499739,TN-HH-00002882,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002882,TN-HH-00002882,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,24471.0
TN-SYN-P-000002906,Cuddalore,16,Rural,21,Male,1,5,5,Casual labour in non-agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,12467.0,Other Backward Class,1.0,1.05388257177,1.0533687701,1.0533687701,1.0533687701,TN-HH-00002906,tn_youth_skilling_stipend_003,1.0,POLICY-RUN-ADF1BD64DB,TN-SYN-P-000002906,TN-HH-00002906,True,False,ELIGIBLE_ALL_RULES_PASSED,ELIGIBLE_ALL_RULES_PASSED,R_AGE_MIN;R_AGE_MAX;R_EMPLOYMENT,,True,SELECTED,2000.0,24000.0,25280.85
