synthetic_person_id,district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group
TN-SYN-P-000000049,Namakkal,08,Rural,50,Male,2,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,11575.0,Other Backward Class
TN-SYN-P-000000050,Pudukkottai,20,Rural,42,Male,2,1,6,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,18000.0,13763.0,Other Backward Class
TN-SYN-P-000000051,Chennai,02,Urban,27,Female,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,10000.0,18527.0,Other Backward Class
TN-SYN-P-000000052,Kancheepuram,03,Urban,11,Male,1,5,4,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,16350.0,Other Backward Class
TN-SYN-P-000000053,Kancheepuram,03,Rural,36,Female,2,1,3,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,7487.0,Other Backward Class
TN-SYN-P-000000054,Coimbatore,31,Urban,60,Male,2,1,2,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,4288.0,Scheduled Caste
TN-SYN-P-000000055,Thoothukudi,26,Urban,42,Female,2,2,4,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,16592.0,Other Backward Class
TN-SYN-P-000000056,Ranipet,35,Rural,43,Male,2,1,4,Casual labour in non-agriculture,Literate,Primary,Employed,Employed,0.0,6592.0,Other Backward Class
TN-SYN-P-000000057,Krishnagiri,30,Urban,15,Male,1,5,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,15674.0,Other Backward Class
TN-SYN-P-000000058,Kanniyakumari,28,Urban,48,Male,2,1,4,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,15948.0,Other Backward Class
TN-SYN-P-000000059,Tenkasi,33,Urban,24,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,31300.0,30815.0,Others
TN-SYN-P-000000060,Krishnagiri,30,Rural,6,Female,1,5,7,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,14286.0,Other Backward Class
TN-SYN-P-000000061,Namakkal,08,Rural,24,Female,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,10667.0,Other Backward Class
TN-SYN-P-000000062,Ariyalur,15,Rural,59,Female,2,2,2,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,6997.0,Other Backward Class
TN-SYN-P-000000063,Namakkal,08,Rural,16,Male,1,5,3,Casual labour in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11142.0,Other Backward Class
TN-SYN-P-000000064,Tenkasi,33,Urban,48,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,29500.0,19673.0,Other Backward Class
TN-SYN-P-000000065,Pudukkottai,20,Rural,47,Female,2,2,4,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,5828.0,Other Backward Class
TN-SYN-P-000000066,Madurai,22,Rural,31,Female,2,2,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,8579.0,Other Backward Class
TN-SYN-P-000000067,Chennai,02,Urban,47,Female,2,2,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,18527.0,Other Backward Class
TN-SYN-P-000000068,Krishnagiri,30,Rural,6,Male,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,9124.0,Other Backward Class
TN-SYN-P-000000069,Tenkasi,33,Rural,33,Female,2,2,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7620.0,Scheduled Caste
TN-SYN-P-000000070,Dharmapuri,29,Rural,23,Male,1,5,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,16400.0,7489.0,Scheduled Caste
TN-SYN-P-000000071,Thiruvarur,18,Rural,60,Female,3,3,2,Others,Literate,Middle,Not in labour force,Not in labour force,0.0,8347.0,Other Backward Class
TN-SYN-P-000000072,Sivaganga,21,Rural,22,Male,1,5,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,10000.0,9446.0,Other Backward Class
TN-SYN-P-000000073,Thiruvarur,18,Rural,2,Female,1,6,12,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,58995.0,Scheduled Caste
TN-SYN-P-000000074,Tiruvannamalai,05,Rural,60,Male,2,1,3,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,4644.0,Other Backward Class
TN-SYN-P-000000075,Namakkal,08,Rural,27,Male,1,5,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,25000.0,10667.0,Other Backward Class
TN-SYN-P-000000076,Coimbatore,31,Urban,27,Female,2,2,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,15458.0,Other Backward Class
TN-SYN-P-000000077,Tirunelveli,27,Urban,50,Male,2,1,5,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,15450.0,Other Backward Class
TN-SYN-P-000000078,Salem,07,Urban,43,Male,2,1,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,12417.0,Others
TN-SYN-P-000000079,Viluppuram,06,Rural,18,Male,1,5,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,9750.0,Scheduled Caste
TN-SYN-P-000000080,Kancheepuram,03,Rural,38,Male,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,16470.0,Scheduled Caste
TN-SYN-P-000000081,Dharmapuri,29,Rural,70,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7194.0,Other Backward Class
TN-SYN-P-000000082,Vellore,04,Rural,38,Male,2,1,6,Self-employed in non-agriculture,Literate,Primary,Employed,Employed,0.0,10861.0,Other Backward Class
TN-SYN-P-000000083,Cuddalore,16,Rural,14,Male,1,5,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,9200.0,Other Backward Class
TN-SYN-P-000000084,Tiruchirappalli,13,Rural,42,Female,2,2,3,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,9345.0,Other Backward Class
TN-SYN-P-000000085,Perambalur,14,Urban,33,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,6000.0,11469.0,Other Backward Class
TN-SYN-P-000000086,Thoothukudi,26,Urban,38,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,18697.0,Other Backward Class
TN-SYN-P-000000087,Coimbatore,31,Rural,11,Female,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,13807.0,Other Backward Class
TN-SYN-P-000000088,Dharmapuri,29,Rural,46,Female,2,2,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,9773.0,Other Backward Class
TN-SYN-P-000000089,Coimbatore,31,Urban,8,Male,1,5,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,34498.0,Other Backward Class
TN-SYN-P-000000090,Thoothukudi,26,Urban,44,Female,2,3,4,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,13147.0,Other Backward Class
TN-SYN-P-000000091,Tiruvannamalai,05,Urban,55,Female,2,2,2,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10532.0,Other Backward Class
TN-SYN-P-000000092,Kancheepuram,03,Urban,26,Male,2,1,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,8943.0,Scheduled Caste
TN-SYN-P-000000093,Thoothukudi,26,Urban,22,Female,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,21087.0,Other Backward Class
TN-SYN-P-000000094,Tiruvannamalai,05,Urban,67,Female,2,2,6,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,16129.0,Other Backward Class
TN-SYN-P-000000095,Madurai,22,Urban,6,Male,1,5,6,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10859.0,Other Backward Class
TN-SYN-P-000000096,Thanjavur,19,Urban,45,Female,2,1,2,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,13098.0,Others
TN-SYN-P-000000097,Salem,07,Rural,24,Male,2,3,6,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,15000.0,17333.0,Other Backward Class
TN-SYN-P-000000098,Tiruchirappalli,13,Urban,37,Female,2,2,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,10000.0,14553.0,Other Backward Class
TN-SYN-P-000000099,Cuddalore,16,Rural,2,Male,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10808.0,Scheduled Caste
TN-SYN-P-000000100,Tiruchirappalli,13,Rural,43,Male,1,1,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,80000.0,17660.0,Other Backward Class
TN-SYN-P-000000101,Sivaganga,21,Rural,1,Female,1,6,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class
TN-SYN-P-000000102,Erode,09,Urban,57,Male,2,1,2,Regular wage/salary earning,Literate,Below Primary,Employed,Employed,0.0,10593.0,Other Backward Class
TN-SYN-P-000000103,Tirunelveli,27,Urban,35,Male,2,3,7,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,16000.0,22817.0,Other Backward Class
TN-SYN-P-000000104,Perambalur,14,Rural,13,Female,1,5,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9251.0,Other Backward Class
TN-SYN-P-000000105,Thiruvallur,01,Rural,25,Male,2,3,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,15000.0,12783.0,Scheduled Caste
TN-SYN-P-000000106,Kallakurichi,34,Rural,51,Male,2,1,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7550.0,Other Backward Class
TN-SYN-P-000000107,Dindigul,11,Urban,24,Male,1,5,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,4000.0,10327.0,Other Backward Class
TN-SYN-P-000000108,Pudukkottai,20,Rural,6,Male,1,5,3,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12577.0,Other Backward Class
TN-SYN-P-000000109,Thiruvarur,18,Rural,86,Male,2,1,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,7710.0,Other Backward Class
TN-SYN-P-000000110,Cuddalore,16,Rural,10,Female,1,5,3,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,12517.0,Scheduled Caste
TN-SYN-P-000000111,Kallakurichi,34,Urban,40,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,11550.0,Other Backward Class
TN-SYN-P-000000112,Namakkal,08,Rural,50,Male,2,1,4,Regular wage/salary earning,Literate,Primary,Employed,Employed,14000.0,10667.0,Other Backward Class
TN-SYN-P-000000113,Kanniyakumari,28,Urban,38,Female,2,2,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,15000.0,13438.0,Other Backward Class
TN-SYN-P-000000114,Tirupathur,36,Rural,30,Male,1,5,5,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,9878.0,Other Backward Class
TN-SYN-P-000000115,Krishnagiri,30,Urban,36,Male,2,1,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,10426.0,Other Backward Class
TN-SYN-P-000000116,Tenkasi,33,Urban,8,Female,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,23087.0,Scheduled Caste
TN-SYN-P-000000117,Cuddalore,16,Urban,21,Female,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,15400.0,Other Backward Class
TN-SYN-P-000000118,Salem,07,Urban,46,Male,2,1,4,Regular wage/salary earning,Literate,Secondary,Employed,Employed,0.0,14467.0,Other Backward Class
TN-SYN-P-000000119,Virudhunagar,24,Rural,72,Male,2,1,2,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,5503.0,Other Backward Class
TN-SYN-P-000000120,Chennai,02,Urban,0,Male,1,5,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,20433.0,Other Backward Class
TN-SYN-P-000000121,Erode,09,Rural,62,Female,2,7,5,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17117.0,Other Backward Class
TN-SYN-P-000000122,Coimbatore,31,Urban,42,Male,1,5,3,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,23784.0,Other Backward Class
TN-SYN-P-000000123,Cuddalore,16,Rural,2,Male,1,5,4,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15142.0,Other Backward Class
TN-SYN-P-000000124,Krishnagiri,30,Urban,10,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,16453.0,Other Backward Class
TN-SYN-P-000000125,Kallakurichi,34,Rural,58,Male,2,1,2,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,7933.0,Other Backward Class
TN-SYN-P-000000126,Tiruchirappalli,13,Rural,48,Male,2,1,4,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,15000.0,14087.0,Other Backward Class
TN-SYN-P-000000127,Salem,07,Urban,70,Female,3,1,2,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,6288.0,Other Backward Class
TN-SYN-P-000000128,Ramanathapuram,25,Urban,30,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13493.0,Other Backward Class
TN-SYN-P-000000129,Chennai,02,Urban,13,Male,1,6,2,Self-employed in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,15330.0,Other Backward Class
TN-SYN-P-000000130,Salem,07,Urban,43,Female,2,2,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,17825.0,Other Backward Class
TN-SYN-P-000000131,Ranipet,35,Urban,52,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,10557.0,Other Backward Class
TN-SYN-P-000000132,Salem,07,Rural,19,Female,1,5,3,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,8329.0,Other Backward Class
TN-SYN-P-000000133,Thoothukudi,26,Urban,42,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,25000.0,18697.0,Other Backward Class
TN-SYN-P-000000134,Coimbatore,31,Urban,26,Male,1,5,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,30600.0,11372.0,Other Backward Class
TN-SYN-P-000000135,Ranipet,35,Urban,34,Male,2,3,14,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,18000.0,50046.0,Other Backward Class
TN-SYN-P-000000136,Unknown,37,Urban,12,Male,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,16688.0,Other Backward Class
TN-SYN-P-000000137,Chennai,02,Urban,26,Male,1,5,4,Self-employed in agriculture,Literate,Diploma/Certificate,Unemployed,Unemployed,0.0,43288.0,Other Backward Class
TN-SYN-P-000000138,Krishnagiri,30,Urban,29,Female,2,2,2,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8471.0,Scheduled Caste
TN-SYN-P-000000139,Thiruvallur,01,Urban,60,Female,2,2,2,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,10430.0,Other Backward Class
TN-SYN-P-000000140,Dindigul,11,Rural,63,Female,3,1,1,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,5288.0,Scheduled Caste
TN-SYN-P-000000141,Namakkal,08,Rural,12,Male,1,5,6,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,10158.0,Other Backward Class
TN-SYN-P-000000142,Cuddalore,16,Rural,42,Female,2,1,3,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,0.0,9242.0,Other Backward Class
TN-SYN-P-000000143,Tenkasi,33,Rural,57,Female,2,2,8,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,29312.0,Other Backward Class
TN-SYN-P-000000144,Karur,12,Rural,4,Female,1,6,6,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19321.0,Other Backward Class
TN-SYN-P-000000145,Krishnagiri,30,Rural,33,Female,2,2,5,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,5559.0,Other Backward Class
TN-SYN-P-000000146,Thanjavur,19,Urban,49,Female,2,2,5,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,20725.0,Other Backward Class
TN-SYN-P-000000147,Tiruchirappalli,13,Rural,46,Female,1,8,3,Regular wage/salary earning,Literate,Diploma/Certificate,Employed,Employed,60000.0,17660.0,Other Backward Class
TN-SYN-P-000000148,Tiruchirappalli,13,Urban,51,Male,2,1,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,14741.0,Scheduled Caste
TN-SYN-P-000000149,Chennai,02,Urban,1,Male,1,5,3,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12500.0,Other Backward Class
TN-SYN-P-000000150,Viluppuram,06,Rural,65,Female,2,2,3,Casual labour in agriculture,Illiterate,Not literate,Employed,Employed,0.0,10308.0,Other Backward Class
TN-SYN-P-000000151,Dharmapuri,29,Rural,0,Female,1,6,7,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,16501.0,Other Backward Class
TN-SYN-P-000000152,Chennai,02,Urban,69,Male,2,1,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,19053.0,Other Backward Class
TN-SYN-P-000000153,Salem,07,Urban,17,Female,1,5,6,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11133.0,Other Backward Class
TN-SYN-P-000000154,Madurai,22,Urban,16,Female,1,5,4,Regular wage/salary earning,Literate,Secondary,Not in labour force,Not in labour force,0.0,17088.0,Other Backward Class
TN-SYN-P-000000155,Sivaganga,21,Rural,65,Male,4,7,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10300.0,Scheduled Caste
TN-SYN-P-000000156,Thiruvarur,18,Rural,40,Male,2,1,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,13192.0,Other Backward Class
TN-SYN-P-000000157,Tirunelveli,27,Rural,30,Female,2,1,4,Others,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10788.0,Other Backward Class
TN-SYN-P-000000158,Namakkal,08,Rural,2,Male,1,5,3,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15621.0,Other Backward Class
TN-SYN-P-000000159,Madurai,22,Rural,3,Female,1,5,5,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19830.0,Other Backward Class
