synthetic_person_id,district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group
TN-SYN-P-000000014,Chennai,02,Urban,42,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10358.0,Other Backward Class
TN-SYN-P-000000015,Chennai,02,Rural,45,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10560.0,Other Backward Class
TN-SYN-P-000000016,Chennai,02,Urban,19,Female,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10106.0,Other Backward Class
TN-SYN-P-000000017,Chennai,02,Urban,43,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,20.0,9403.0,Other Backward Class
TN-SYN-P-000000018,Chennai,02,Rural,15,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,9906.0,Other Backward Class
TN-SYN-P-000000019,Chennai,02,Urban,14,Female,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,7538.0,Other Backward Class
TN-SYN-P-000000020,Chennai,02,Rural,38,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,7917.0,Other Backward Class
TN-SYN-P-000000021,Chennai,02,Urban,17,Male,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,9023.0,Other Backward Class
TN-SYN-P-000000022,Chennai,02,Urban,37,Male,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,8992.0,Other Backward Class
TN-SYN-P-000000023,Chennai,02,Rural,51,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,8738.0,Other Backward Class
TN-SYN-P-000000024,Chennai,02,Urban,20,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11191.0,Other Backward Class
TN-SYN-P-000000025,Chennai,02,Rural,28,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9024.0,Other Backward Class
TN-SYN-P-000000026,Chennai,02,Rural,42,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Employed,0.0,8359.0,Other Backward Class
TN-SYN-P-000000027,Chennai,02,Urban,19,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13968.0,Other Backward Class
TN-SYN-P-000000028,Chennai,02,Urban,16,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,11339.0,Other Backward Class
TN-SYN-P-000000029,Chennai,02,Urban,14,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9248.0,Other Backward Class
TN-SYN-P-000000030,Chennai,02,Urban,8,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,63.0,9115.0,Other Backward Class
TN-SYN-P-000000031,Chennai,02,Urban,18,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,1.0,9985.0,Other Backward Class
TN-SYN-P-000000032,Chennai,02,Urban,42,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8642.0,Other Backward Class
TN-SYN-P-000000033,Chennai,02,Urban,11,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,14131.0,Other Backward Class
TN-SYN-P-000000034,Chennai,02,Urban,14,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11166.0,Other Backward Class
TN-SYN-P-000000035,Chennai,02,Urban,11,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11061.0,Other Backward Class
TN-SYN-P-000000036,Chennai,02,Urban,44,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9718.0,Other Backward Class
TN-SYN-P-000000037,Chennai,02,Rural,45,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Employed,26.0,11793.0,Other Backward Class
TN-SYN-P-000000038,Chennai,02,Rural,36,Female,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,41.0,11660.0,Other Backward Class
TN-SYN-P-000000039,Chennai,02,Urban,21,Female,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,15.0,11465.0,Other Backward Class
TN-SYN-P-000000040,Chennai,02,Urban,12,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,57.0,9814.0,Other Backward Class
TN-SYN-P-000000041,Chennai,02,Urban,18,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,122.0,11128.0,Other Backward Class
TN-SYN-P-000000042,Chennai,02,Urban,33,Male,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Employed,Not in labour force,63.0,7633.0,Other Backward Class
TN-SYN-P-000000043,Chennai,02,Urban,43,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,1.0,9221.0,Other Backward Class
TN-SYN-P-000000044,Chennai,02,Rural,47,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,9903.0,Other Backward Class
TN-SYN-P-000000045,Chennai,02,Urban,18,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,17.0,9540.0,Other Backward Class
TN-SYN-P-000000046,Chennai,02,Urban,38,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12587.0,Other Backward Class
TN-SYN-P-000000047,Chennai,02,Urban,37,Male,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,29.0,10670.0,Other Backward Class
TN-SYN-P-000000048,Chennai,02,Urban,16,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11748.0,Other Backward Class
TN-SYN-P-000000049,Chennai,02,Urban,41,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9641.0,Other Backward Class
TN-SYN-P-000000050,Chennai,02,Urban,19,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,69.0,7454.0,Other Backward Class
TN-SYN-P-000000051,Chennai,02,Urban,12,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9046.0,Other Backward Class
TN-SYN-P-000000052,Chennai,02,Rural,19,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,8710.0,Other Backward Class
TN-SYN-P-000000053,Chennai,02,Urban,58,Female,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,115.0,9403.0,Other Backward Class
TN-SYN-P-000000054,Chennai,02,Rural,60,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Not in labour force,53.0,10101.0,Other Backward Class
TN-SYN-P-000000055,Chennai,02,Urban,19,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,31.0,7808.0,Other Backward Class
TN-SYN-P-000000056,Chennai,02,Urban,18,Male,1,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,26.0,10356.0,Other Backward Class
TN-SYN-P-000000057,Chennai,02,Urban,22,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Not in labour force,0.0,9131.0,Other Backward Class
TN-SYN-P-000000058,Chennai,02,Urban,36,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,10.0,14937.0,Other Backward Class
TN-SYN-P-000000059,Chennai,02,Rural,66,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,13.0,8594.0,Other Backward Class
TN-SYN-P-000000060,Chennai,02,Urban,44,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9662.0,Other Backward Class
TN-SYN-P-000000061,Chennai,02,Urban,44,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11455.0,Other Backward Class
TN-SYN-P-000000062,Chennai,02,Urban,46,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,43.0,9151.0,Other Backward Class
TN-SYN-P-000000063,Chennai,02,Urban,38,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10982.0,Other Backward Class
TN-SYN-P-000000064,Chennai,02,Urban,36,Male,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,7510.0,Other Backward Class
TN-SYN-P-000000065,Chennai,02,Rural,49,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Employed,Not in labour force,0.0,11371.0,Other Backward Class
TN-SYN-P-000000066,Chennai,02,Rural,55,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,14.0,8712.0,Other Backward Class
TN-SYN-P-000000067,Chennai,02,Urban,41,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,8499.0,Other Backward Class
TN-SYN-P-000000068,Chennai,02,Urban,15,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8795.0,Other Backward Class
TN-SYN-P-000000069,Chennai,02,Urban,19,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,75.0,11483.0,Other Backward Class
TN-SYN-P-000000070,Chennai,02,Urban,40,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,21.0,13086.0,Other Backward Class
TN-SYN-P-000000071,Chennai,02,Rural,61,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,9374.0,Other Backward Class
TN-SYN-P-000000072,Chennai,02,Urban,40,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13019.0,Other Backward Class
TN-SYN-P-000000073,Chennai,02,Urban,46,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,6.0,10836.0,Other Backward Class
TN-SYN-P-000000074,Chennai,02,Urban,15,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,77.0,10772.0,Other Backward Class
TN-SYN-P-000000075,Chennai,02,Urban,17,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10736.0,Other Backward Class
TN-SYN-P-000000076,Chennai,02,Urban,33,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10860.0,Other Backward Class
TN-SYN-P-000000077,Chennai,02,Rural,8,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,75.0,7681.0,Other Backward Class
TN-SYN-P-000000078,Chennai,02,Urban,9,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,98.0,10595.0,Other Backward Class
TN-SYN-P-000000079,Chennai,02,Urban,10,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,5.0,11653.0,Other Backward Class
TN-SYN-P-000000080,Chennai,02,Urban,17,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,92.0,10222.0,Other Backward Class
TN-SYN-P-000000081,Chennai,02,Rural,32,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,10366.0,Other Backward Class
TN-SYN-P-000000082,Chennai,02,Urban,17,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9423.0,Other Backward Class
TN-SYN-P-000000083,Chennai,02,Urban,11,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10282.0,Other Backward Class
TN-SYN-P-000000084,Chennai,02,Urban,9,Female,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,93.0,10589.0,Other Backward Class
TN-SYN-P-000000085,Chennai,02,Urban,20,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9563.0,Other Backward Class
TN-SYN-P-000000086,Chennai,02,Urban,41,Male,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Employed,Not in labour force,0.0,8306.0,Other Backward Class
TN-SYN-P-000000087,Chennai,02,Urban,43,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,33.0,8469.0,Other Backward Class
TN-SYN-P-000000088,Chennai,02,Urban,38,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10437.0,Other Backward Class
TN-SYN-P-000000089,Chennai,02,Urban,36,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,4.0,10880.0,Other Backward Class
TN-SYN-P-000000090,Chennai,02,Rural,60,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Employed,0.0,9934.0,Other Backward Class
TN-SYN-P-000000091,Chennai,02,Urban,18,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,66.0,11257.0,Other Backward Class
TN-SYN-P-000000092,Chennai,02,Urban,45,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11104.0,Other Backward Class
TN-SYN-P-000000093,Chennai,02,Urban,39,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8705.0,Other Backward Class
TN-SYN-P-000000094,Chennai,02,Rural,39,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9723.0,Other Backward Class
TN-SYN-P-000000095,Chennai,02,Urban,10,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11735.0,Other Backward Class
TN-SYN-P-000000096,Chennai,02,Urban,48,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,11583.0,Other Backward Class
TN-SYN-P-000000097,Chennai,02,Urban,43,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Not in labour force,0.0,10830.0,Other Backward Class
TN-SYN-P-000000098,Chennai,02,Rural,62,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,22.0,9129.0,Other Backward Class
TN-SYN-P-000000099,Chennai,02,Urban,21,Male,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9429.0,Other Backward Class
TN-SYN-P-000000100,Chennai,02,Rural,15,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,121.0,10361.0,Other Backward Class
TN-SYN-P-000000101,Chennai,02,Urban,23,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,143.0,7876.0,Other Backward Class
TN-SYN-P-000000102,Chennai,02,Rural,18,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,12097.0,Other Backward Class
TN-SYN-P-000000103,Chennai,02,Urban,20,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9937.0,Other Backward Class
TN-SYN-P-000000104,Chennai,02,Urban,10,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,4.0,9855.0,Other Backward Class
TN-SYN-P-000000105,Chennai,02,Rural,46,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,11176.0,Other Backward Class
TN-SYN-P-000000106,Chennai,02,Urban,71,Female,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,9545.0,Other Backward Class
TN-SYN-P-000000107,Chennai,02,Rural,42,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Not in labour force,3.0,10025.0,Other Backward Class
TN-SYN-P-000000108,Chennai,02,Rural,42,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10363.0,Other Backward Class
TN-SYN-P-000000109,Chennai,02,Rural,41,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,73.0,7633.0,Other Backward Class
TN-SYN-P-000000110,Chennai,02,Urban,22,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10782.0,Other Backward Class
TN-SYN-P-000000111,Chennai,02,Urban,27,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,90.0,11342.0,Other Backward Class
TN-SYN-P-000000112,Chennai,02,Rural,45,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,22.0,14499.0,Other Backward Class
TN-SYN-P-000000113,Chennai,02,Urban,7,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,13070.0,Other Backward Class
TN-SYN-P-000000114,Chennai,02,Urban,39,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,28.0,11125.0,Other Backward Class
TN-SYN-P-000000115,Chennai,02,Rural,13,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,12690.0,Other Backward Class
TN-SYN-P-000000116,Chennai,02,Rural,14,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10505.0,Other Backward Class
TN-SYN-P-000000117,Chennai,02,Rural,42,Male,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,0.0,12357.0,Other Backward Class
TN-SYN-P-000000118,Chennai,02,Rural,50,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,29.0,9449.0,Other Backward Class
TN-SYN-P-000000119,Chennai,02,Rural,23,Female,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,47.0,12327.0,Other Backward Class
TN-SYN-P-000000120,Chennai,02,Rural,7,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10755.0,Other Backward Class
TN-SYN-P-000000121,Chennai,02,Urban,33,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9131.0,Other Backward Class
TN-SYN-P-000000122,Chennai,02,Rural,38,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,65.0,7406.0,Other Backward Class
TN-SYN-P-000000123,Chennai,02,Urban,41,Female,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,47.0,8994.0,Other Backward Class
TN-SYN-P-000000124,Chennai,02,Rural,46,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Employed,Employed,35.0,9686.0,Other Backward Class
TN-SYN-P-000000125,Chennai,02,Rural,43,Male,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Employed,42.0,7578.0,Other Backward Class
TN-SYN-P-000000126,Chennai,02,Rural,53,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,8462.0,Other Backward Class
TN-SYN-P-000000127,Chennai,02,Urban,12,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12315.0,Other Backward Class
TN-SYN-P-000000128,Chennai,02,Urban,14,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,62.0,11563.0,Other Backward Class
TN-SYN-P-000000129,Chennai,02,Urban,39,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,55.0,9420.0,Other Backward Class
TN-SYN-P-000000130,Chennai,02,Urban,28,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,8.0,10770.0,Other Backward Class
TN-SYN-P-000000131,Chennai,02,Urban,24,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,66.0,11594.0,Other Backward Class
TN-SYN-P-000000132,Chennai,02,Rural,16,Female,2,5,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,12826.0,Other Backward Class
TN-SYN-P-000000133,Chennai,02,Urban,46,Female,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10363.0,Other Backward Class
TN-SYN-P-000000134,Chennai,02,Rural,35,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Employed,0.0,7838.0,Other Backward Class
TN-SYN-P-000000135,Chennai,02,Urban,15,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,3.0,10445.0,Other Backward Class
TN-SYN-P-000000136,Chennai,02,Rural,48,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Employed,Not in labour force,34.0,7465.0,Other Backward Class
TN-SYN-P-000000137,Chennai,02,Urban,18,Female,2,1,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,1.0,11209.0,Other Backward Class
TN-SYN-P-000000138,Chennai,02,Rural,42,Male,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,11274.0,Other Backward Class
TN-SYN-P-000000139,Chennai,02,Rural,39,Female,2,1,4,Self-employed in agriculture,Literate,Not literate,Employed,Employed,0.0,7876.0,Other Backward Class
TN-SYN-P-000000140,Chennai,02,Urban,15,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11778.0,Other Backward Class
TN-SYN-P-000000141,Chennai,02,Urban,12,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,27.0,11349.0,Other Backward Class
TN-SYN-P-000000142,Chennai,02,Urban,34,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12567.0,Other Backward Class
TN-SYN-P-000000143,Chennai,02,Urban,16,Female,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,57.0,9660.0,Other Backward Class
TN-SYN-P-000000144,Chennai,02,Rural,35,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,7217.0,Other Backward Class
TN-SYN-P-000000145,Chennai,02,Urban,12,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,10790.0,Other Backward Class
TN-SYN-P-000000146,Chennai,02,Urban,41,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8408.0,Other Backward Class
TN-SYN-P-000000147,Chennai,02,Urban,31,Female,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,11.0,8726.0,Other Backward Class
TN-SYN-P-000000148,Chennai,02,Urban,19,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,11277.0,Other Backward Class
TN-SYN-P-000000149,Chennai,02,Urban,40,Male,2,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,22.0,10839.0,Other Backward Class
TN-SYN-P-000000150,Chennai,02,Urban,15,Male,2,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Employed,Not in labour force,0.0,8182.0,Other Backward Class
TN-SYN-P-000000151,Chennai,02,Rural,37,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Employed,Not in labour force,22.0,8641.0,Other Backward Class
TN-SYN-P-000000152,Chennai,02,Urban,11,Male,1,5,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,6.0,13730.0,Other Backward Class
TN-SYN-P-000000153,Chennai,02,Urban,35,Male,2,1,4,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9350.0,Other Backward Class
TN-SYN-P-000000154,Chennai,02,Rural,52,Female,2,1,4,Self-employed in non-agriculture,Literate,Not literate,Not in labour force,Not in labour force,0.0,10094.0,Other Backward Class
